,X,Participant,gender,lamount,ldealy,samount,sdelay,choices1,choice2,RT_first,pick_larger_position,block_order,RT_second,adjusting.order,condition,group,switch,mark1
3849,16049,1018,0,30,56,6,0,1,0,1.512862206,NA,1,NA,1,dgs,1,0,0
3848,16048,1018,0,30,56,9,0,1,0,1.278913021,NA,1,NA,1,dgs,1,0,0
3847,16047,1018,0,30,56,12,0,1,0,1.606441021,NA,1,NA,1,dgs,1,0,0
3846,16046,1018,0,30,56,15,0,1,0,3.462426186,NA,1,NA,1,dgs,1,0,0
3845,16045,1018,0,30,56,18,0,1,0,5.224832058,NA,1,NA,1,dgs,1,0,0
3844,16044,1018,0,30,56,21,0,1,0,4.64776206,NA,1,NA,1,dgs,1,0,0
3843,16043,1018,0,30,56,24,0,1,0,3.353247881,NA,1,NA,1,dgs,1,0,0
3842,16042,1018,0,30,56,27,0,1,0,2.807371855,NA,1,NA,1,dgs,1,1,0
3841,16041,1018,0,30,56,30,0,0,1,8.203759909,NA,1,NA,1,dgs,1,1,0
3830,16030,1018,0,30,101,3,0,1,0,4.039496899,NA,1,NA,1,dgs,1,0,0
3829,16029,1018,0,30,101,6,0,1,0,2.136722088,NA,1,NA,1,dgs,1,0,0
3828,16028,1018,0,30,101,9,0,1,0,3.088107824,NA,1,NA,1,dgs,1,0,0
3827,16027,1018,0,30,101,12,0,1,0,1.606441021,NA,1,NA,1,dgs,1,0,0
3826,16026,1018,0,30,101,15,0,1,0,2.479845047,NA,1,NA,1,dgs,1,0,0
3825,16025,1018,0,30,101,18,0,1,0,3.353250027,NA,1,NA,1,dgs,1,0,0
3824,16024,1018,0,30,101,21,0,1,0,5.489974022,NA,1,NA,1,dgs,1,0,0
3823,16023,1018,0,30,101,24,0,1,0,7.002834082,NA,1,NA,1,dgs,1,0,0
3822,16022,1018,0,30,101,27,0,1,0,2.136720181,NA,1,NA,1,dgs,1,1,0
3821,16021,1018,0,30,101,30,0,0,1,4.538587093,NA,1,NA,1,dgs,1,1,0
1101,4601,1019,1,60,7,6,0,1,0,31.77968311,NA,8,NA,0,dgl,2,1,0
1102,4602,1019,1,60,7,12,0,0,1,8.06607008,NA,8,NA,0,dgl,2,1,0
1103,4603,1019,1,60,7,18,0,0,1,8.238022089,NA,8,NA,0,dgl,2,0,0
1104,4604,1019,1,60,7,24,0,0,1,5.111637115,NA,8,NA,0,dgl,2,0,0
1105,4605,1019,1,60,7,30,0,0,1,4.361307144,NA,8,NA,0,dgl,2,0,0
1106,4606,1019,1,60,7,36,0,0,1,4.924051046,NA,8,NA,0,dgl,2,0,0
1107,4607,1019,1,60,7,42,0,0,1,2.891905069,NA,8,NA,0,dgl,2,0,0
1108,4608,1019,1,60,7,48,0,0,1,2.25099802,NA,8,NA,0,dgl,2,0,0
1109,4609,1019,1,60,7,54,0,0,1,1.735141039,NA,8,NA,0,dgl,2,0,0
1110,4610,1019,1,60,7,60,0,0,1,4.033033848,NA,8,NA,0,dgl,2,0,0
1121,4621,1019,1,60,15,6,0,1,0,4.924052,NA,8,NA,0,dgl,2,0,0
1122,4622,1019,1,60,15,12,0,1,0,2.376049042,NA,8,NA,0,dgl,2,0,0
1123,4623,1019,1,60,15,18,0,1,0,1.313080072,NA,8,NA,0,dgl,2,0,0
1124,4624,1019,1,60,15,24,0,1,0,2.063412189,NA,8,NA,0,dgl,2,0,0
1125,4625,1019,1,60,15,30,0,1,0,1.485029936,NA,8,NA,0,dgl,2,0,0
1126,4626,1019,1,60,15,36,0,1,0,2.344187021,NA,8,NA,0,dgl,2,1,0
1127,4627,1019,1,60,15,42,0,0,1,1.343605995,NA,8,NA,0,dgl,2,1,0
1128,4628,1019,1,60,15,48,0,0,1,3.171532154,NA,8,NA,0,dgl,2,0,0
1129,4629,1019,1,60,15,54,0,0,1,3.515244961,NA,8,NA,0,dgl,2,0,0
1130,4630,1019,1,60,15,60,0,0,1,2.171642065,NA,8,NA,0,dgl,2,0,0
1141,4641,1019,1,60,29,6,0,1,0,3.265269995,NA,8,NA,0,dgl,2,0,0
1142,4642,1019,1,60,29,12,0,1,0,1.546708107,NA,8,NA,0,dgl,2,0,0
1143,4643,1019,1,60,29,18,0,1,0,1.390474796,NA,8,NA,0,dgl,2,0,0
1144,4644,1019,1,60,29,24,0,1,0,1.687318087,NA,8,NA,0,dgl,2,0,0
1145,4645,1019,1,60,29,30,0,1,0,2.562222958,NA,8,NA,0,dgl,2,0,0
1146,4646,1019,1,60,29,36,0,1,0,2.999675989,NA,8,NA,0,dgl,2,0,0
1147,4647,1019,1,60,29,42,0,1,0,1.546705961,NA,8,NA,0,dgl,2,1,0
1148,4648,1019,1,60,29,48,0,0,1,2.374742985,NA,8,NA,0,dgl,2,1,0
1149,4649,1019,1,60,29,54,0,0,1,2.671586037,NA,8,NA,0,dgl,2,0,0
1150,4650,1019,1,60,29,60,0,0,1,1.515463114,NA,8,NA,0,dgl,2,0,0
1131,4631,1019,1,60,56,6,0,1,0,4.343281031,NA,8,NA,0,dgl,2,0,0
1132,4632,1019,1,60,56,12,0,1,0,1.312360048,NA,8,NA,0,dgl,2,0,0
1133,4633,1019,1,60,56,18,0,1,0,1.624824047,NA,8,NA,0,dgl,2,0,0
1134,4634,1019,1,60,56,24,0,1,0,2.702834129,NA,8,NA,0,dgl,2,0,0
1135,4635,1019,1,60,56,30,0,1,0,1.827928066,NA,8,NA,0,dgl,2,0,0
1136,4636,1019,1,60,56,36,0,1,0,1.812304974,NA,8,NA,0,dgl,2,1,0
1137,4637,1019,1,60,56,42,0,0,1,3.187155008,NA,8,NA,0,dgl,2,1,0
1138,4638,1019,1,60,56,48,0,0,1,1.421721935,NA,8,NA,0,dgl,2,0,0
1139,4639,1019,1,60,56,54,0,0,1,1.65606904,NA,8,NA,0,dgl,2,0,0
1140,4640,1019,1,60,56,60,0,0,1,1.546709061,NA,8,NA,0,dgl,2,0,0
1111,4611,1019,1,60,101,6,0,1,0,8.597552061,NA,8,NA,0,dgl,2,0,0
1112,4612,1019,1,60,101,12,0,1,0,2.641793013,NA,8,NA,0,dgl,2,0,0
1113,4613,1019,1,60,101,18,0,1,0,4.611417055,NA,8,NA,0,dgl,2,0,0
1114,4614,1019,1,60,101,24,0,1,0,2.641791105,NA,8,NA,0,dgl,2,0,0
1115,4615,1019,1,60,101,30,0,1,0,1.891462088,NA,8,NA,0,dgl,2,0,0
1116,4616,1019,1,60,101,36,0,1,0,3.07948494,NA,8,NA,0,dgl,2,1,0
1117,4617,1019,1,60,101,42,0,0,1,3.110753059,NA,8,NA,0,dgl,2,1,0
1118,4618,1019,1,60,101,48,0,0,1,1.500664949,NA,8,NA,0,dgl,2,0,0
1119,4619,1019,1,60,101,54,0,0,1,1.328713894,NA,8,NA,0,dgl,2,0,0
1120,4620,1019,1,60,101,60,0,0,1,3.423389912,NA,8,NA,0,dgl,2,0,0
3880,16080,1020,1,30,7,3,0,1,0,3.937051058,NA,2,NA,1,dgs,1,0,0
3879,16079,1020,1,30,7,6,0,1,0,3.952677965,NA,2,NA,1,dgs,1,0,0
3878,16078,1020,1,30,7,9,0,1,0,3.171515942,NA,2,NA,1,dgs,1,0,0
3877,16077,1020,1,30,7,12,0,1,0,4.890069008,NA,2,NA,1,dgs,1,0,0
3876,16076,1020,1,30,7,15,0,1,0,4.608850002,NA,2,NA,1,dgs,1,0,0
3875,16075,1020,1,30,7,18,0,1,0,3.60896492,NA,2,NA,1,dgs,1,0,0
3874,16074,1020,1,30,7,21,0,1,0,4.046411991,NA,2,NA,1,dgs,1,0,0
3873,16073,1020,1,30,7,24,0,1,0,6.061810017,NA,2,NA,1,dgs,1,0,0
3872,16072,1020,1,30,7,27,0,1,0,9.155205965,NA,2,NA,1,dgs,1,1,0
3871,16071,1020,1,30,7,30,0,0,1,5.796217918,NA,2,NA,1,dgs,1,1,0
3860,16060,1020,1,30,15,3,0,1,0,5.561867952,NA,2,NA,1,dgs,1,0,0
3859,16059,1020,1,30,15,6,0,1,0,5.905575991,NA,2,NA,1,dgs,1,0,0
3858,16058,1020,1,30,15,9,0,1,0,6.155547142,NA,2,NA,1,dgs,1,0,0
3857,16057,1020,1,30,15,12,0,1,0,5.889956951,NA,2,NA,1,dgs,1,0,0
3856,16056,1020,1,30,15,15,0,1,0,6.514883041,NA,2,NA,1,dgs,1,0,0
3855,16055,1020,1,30,15,18,0,1,0,5.468130112,NA,2,NA,1,dgs,1,0,0
3854,16054,1020,1,30,15,21,0,1,0,6.499258995,NA,2,NA,1,dgs,1,0,0
3853,16053,1020,1,30,15,24,0,1,0,7.670996904,NA,2,NA,1,dgs,1,1,0
3852,16052,1020,1,30,15,27,0,0,1,6.577374935,NA,2,NA,1,dgs,1,1,0
3851,16051,1020,1,30,15,30,0,1,0,26.27825689,NA,2,NA,1,dgs,1,1,0
3870,16070,1020,1,30,29,3,0,1,0,5.14003706,NA,2,NA,1,dgs,1,0,0
3869,16069,1020,1,30,29,6,0,1,0,4.999430895,NA,2,NA,1,dgs,1,0,0
3868,16068,1020,1,30,29,9,0,1,0,4.46824193,NA,2,NA,1,dgs,1,0,0
3867,16067,1020,1,30,29,12,0,1,0,5.124416828,NA,2,NA,1,dgs,1,0,0
3866,16066,1020,1,30,29,15,0,1,0,19.98210096,NA,2,NA,1,dgs,1,0,0
3865,16065,1020,1,30,29,18,0,1,0,8.436542034,NA,2,NA,1,dgs,1,0,0
3864,16064,1020,1,30,29,21,0,1,0,6.37427187,NA,2,NA,1,dgs,1,0,0
3863,16063,1020,1,30,29,24,0,1,0,8.592772007,NA,2,NA,1,dgs,1,1,0
3862,16062,1020,1,30,29,27,0,0,1,7.983468056,NA,2,NA,1,dgs,1,1,0
3861,16061,1020,1,30,29,30,0,0,1,7.186683178,NA,2,NA,1,dgs,1,0,0
3890,16090,1020,1,30,56,3,0,1,0,3.765169859,NA,2,NA,1,dgs,1,0,0
3889,16089,1020,1,30,56,6,0,1,0,3.890156984,NA,2,NA,1,dgs,1,0,0
3888,16088,1020,1,30,56,9,0,1,0,4.405718088,NA,2,NA,1,dgs,1,0,0
3887,16087,1020,1,30,56,12,0,1,0,3.640189886,NA,2,NA,1,dgs,1,0,0
3886,16086,1020,1,30,56,15,0,1,0,7.030403852,NA,2,NA,1,dgs,1,1,0
3885,16085,1020,1,30,56,18,0,0,1,4.733804941,NA,2,NA,1,dgs,1,1,0
3884,16084,1020,1,30,56,21,0,0,1,6.87420392,NA,2,NA,1,dgs,1,0,0
3883,16083,1020,1,30,56,24,0,0,1,5.968072891,NA,2,NA,1,dgs,1,0,0
3882,16082,1020,1,30,56,27,0,0,1,4.155781984,NA,2,NA,1,dgs,1,0,0
3881,16081,1020,1,30,56,30,0,0,1,5.186910868,NA,2,NA,1,dgs,1,0,0
3900,16100,1020,1,30,101,3,0,1,0,3.077752113,NA,2,NA,1,dgs,1,0,0
3899,16099,1020,1,30,101,6,0,1,0,3.968268871,NA,2,NA,1,dgs,1,0,0
3898,16098,1020,1,30,101,9,0,1,0,4.171375036,NA,2,NA,1,dgs,1,0,0
3897,16097,1020,1,30,101,12,0,1,0,3.45270586,NA,2,NA,1,dgs,1,0,0
3896,16096,1020,1,30,101,15,0,1,0,4.108880997,NA,2,NA,1,dgs,1,0,0
3895,16095,1020,1,30,101,18,0,1,0,5.983656883,NA,2,NA,1,dgs,1,1,0
3894,16094,1020,1,30,101,21,0,0,1,8.030282974,NA,2,NA,1,dgs,1,1,0
3893,16093,1020,1,30,101,24,0,0,1,3.874532223,NA,2,NA,1,dgs,1,0,0
3892,16092,1020,1,30,101,27,0,0,1,4.374475002,NA,2,NA,1,dgs,1,0,0
3891,16091,1020,1,30,101,30,0,0,1,6.561707973,NA,2,NA,1,dgs,1,0,0
2650,9300,1021,1,30,7,3,0,1,0,1.984378099,NA,3,NA,1,dgs,1,0,0
2649,9299,1021,1,30,7,6,0,1,0,2.015627861,NA,3,NA,1,dgs,1,0,0
2648,9298,1021,1,30,7,9,0,1,0,1.906252146,NA,3,NA,1,dgs,1,0,0
2647,9297,1021,1,30,7,12,0,1,0,4.609381199,NA,3,NA,1,dgs,1,0,0
2646,9296,1021,1,30,7,15,0,1,0,2.437502861,NA,3,NA,1,dgs,1,0,0
2645,9295,1021,1,30,7,18,0,1,0,2.750004053,NA,3,NA,1,dgs,1,0,0
2644,9294,1021,1,30,7,21,0,1,0,4.26563096,NA,3,NA,1,dgs,1,0,0
2643,9293,1021,1,30,7,24,0,1,0,4.390631914,NA,3,NA,1,dgs,1,0,0
2642,9292,1021,1,30,7,27,0,1,0,3.375005007,NA,3,NA,1,dgs,1,1,0
2641,9291,1021,1,30,7,30,0,0,1,6.42188406,NA,3,NA,1,dgs,1,1,0
2630,9280,1021,1,30,15,3,0,1,0,4.64063096,NA,3,NA,1,dgs,1,0,0
2629,9279,1021,1,30,15,6,0,1,0,1.921876907,NA,3,NA,1,dgs,1,0,0
2628,9278,1021,1,30,15,9,0,1,0,8.187510967,NA,3,NA,1,dgs,1,0,0
2627,9277,1021,1,30,15,12,0,1,0,3.343753099,NA,3,NA,1,dgs,1,0,0
2626,9276,1021,1,30,15,15,0,1,0,2.937504053,NA,3,NA,1,dgs,1,0,0
2625,9275,1021,1,30,15,18,0,1,0,2.593754053,NA,3,NA,1,dgs,1,0,0
2624,9274,1021,1,30,15,21,0,1,0,4.937510967,NA,3,NA,1,dgs,1,0,0
2623,9273,1021,1,30,15,24,0,1,0,3.046882153,NA,3,NA,1,dgs,1,0,0
2622,9272,1021,1,30,15,27,0,1,0,3.718752861,NA,3,NA,1,dgs,1,1,0
2621,9271,1021,1,30,15,30,0,0,1,5.359381914,NA,3,NA,1,dgs,1,1,0
2610,9260,1021,1,30,29,3,0,1,0,3.468751907,NA,3,NA,1,dgs,1,0,0
2609,9259,1021,1,30,29,6,0,1,0,3.25000596,NA,3,NA,1,dgs,1,0,0
2608,9258,1021,1,30,29,9,0,1,0,4.281257868,NA,3,NA,1,dgs,1,0,0
2607,9257,1021,1,30,29,12,0,1,0,4.375007153,NA,3,NA,1,dgs,1,0,0
2606,9256,1021,1,30,29,15,0,1,0,6.671885014,NA,3,NA,1,dgs,1,0,0
2605,9255,1021,1,30,29,18,0,1,0,6.10938406,NA,3,NA,1,dgs,1,0,0
2604,9254,1021,1,30,29,21,0,1,0,7.203135014,NA,3,NA,1,dgs,1,0,0
2603,9253,1021,1,30,29,24,0,1,0,5.00000906,NA,3,NA,1,dgs,1,1,0
2602,9252,1021,1,30,29,27,0,0,1,7.218759775,NA,3,NA,1,dgs,1,1,0
2601,9251,1021,1,30,29,30,0,0,1,19.89065003,NA,3,NA,1,dgs,1,0,0
2620,9270,1021,1,30,56,3,0,1,0,4.781255007,NA,3,NA,1,dgs,1,0,0
2619,9269,1021,1,30,56,6,0,1,0,3.03125596,NA,3,NA,1,dgs,1,0,0
2618,9268,1021,1,30,56,9,0,1,0,6.546885967,NA,3,NA,1,dgs,1,0,0
2617,9267,1021,1,30,56,12,0,1,0,3.78125596,NA,3,NA,1,dgs,1,0,0
2616,9266,1021,1,30,56,15,0,1,0,4.171881199,NA,3,NA,1,dgs,1,0,0
2615,9265,1021,1,30,56,18,0,1,0,5.140633106,NA,3,NA,1,dgs,1,0,0
2614,9264,1021,1,30,56,21,0,1,0,4.562506914,NA,3,NA,1,dgs,1,1,0
2613,9263,1021,1,30,56,24,0,0,1,10.78126502,NA,3,NA,1,dgs,1,1,0
2612,9262,1021,1,30,56,27,0,0,1,6.843760967,NA,3,NA,1,dgs,1,0,0
2611,9261,1021,1,30,56,30,0,0,1,5.046881914,NA,3,NA,1,dgs,1,0,0
2640,9290,1021,1,30,101,3,0,1,0,3.640628815,NA,3,NA,1,dgs,1,0,0
2639,9289,1021,1,30,101,6,0,1,0,3.14063096,NA,3,NA,1,dgs,1,0,0
2638,9288,1021,1,30,101,9,0,1,0,2.593753815,NA,3,NA,1,dgs,1,0,0
2637,9287,1021,1,30,101,12,0,1,0,3.359379053,NA,3,NA,1,dgs,1,0,0
2636,9286,1021,1,30,101,15,0,1,0,4.218757868,NA,3,NA,1,dgs,1,1,0
2635,9285,1021,1,30,101,18,0,0,1,4.796882868,NA,3,NA,1,dgs,1,1,0
2634,9284,1021,1,30,101,21,0,0,1,3.250008106,NA,3,NA,1,dgs,1,0,0
2633,9283,1021,1,30,101,24,0,0,1,6.578135014,NA,3,NA,1,dgs,1,0,0
2632,9282,1021,1,30,101,27,0,0,1,2.734380007,NA,3,NA,1,dgs,1,0,0
2631,9281,1021,1,30,101,30,0,0,1,2.953125954,NA,3,NA,1,dgs,1,0,0
3931,16131,1022,0,30,7,3,0,0,1,3.639230967,NA,4,NA,0,dgs,1,1,0
3932,16132,1022,0,30,7,6,0,1,0,3.70170784,NA,4,NA,0,dgs,1,1,0
3933,16133,1022,0,30,7,9,0,0,1,4.357705832,NA,4,NA,0,dgs,1,1,0
3934,16134,1022,0,30,7,12,0,0,1,2.217900038,NA,4,NA,0,dgs,1,0,0
3935,16135,1022,0,30,7,15,0,0,1,3.404946804,NA,4,NA,0,dgs,1,0,0
3936,16136,1022,0,30,7,18,0,0,1,3.264376163,NA,4,NA,0,dgs,1,0,0
3937,16137,1022,0,30,7,21,0,0,1,2.561521053,NA,4,NA,0,dgs,1,0,0
3938,16138,1022,0,30,7,24,0,0,1,2.608376026,NA,4,NA,0,dgs,1,0,0
3939,16139,1022,0,30,7,27,0,0,1,2.686470985,NA,4,NA,0,dgs,1,0,0
3940,16140,1022,0,30,7,30,0,0,1,4.935609102,NA,4,NA,0,dgs,1,0,0
3941,16141,1022,0,30,15,3,0,0,1,10.04302597,NA,4,NA,0,dgs,1,1,1
3942,16142,1022,0,30,15,6,0,0,1,2.623995066,NA,4,NA,0,dgs,1,0,1
3943,16143,1022,0,30,15,9,0,0,1,2.827041149,NA,4,NA,0,dgs,1,0,1
3944,16144,1022,0,30,15,12,0,0,1,2.5615201,NA,4,NA,0,dgs,1,0,1
3945,16145,1022,0,30,15,15,0,0,1,2.31161499,NA,4,NA,0,dgs,1,0,1
3946,16146,1022,0,30,15,18,0,0,1,2.577136993,NA,4,NA,0,dgs,1,0,1
3947,16147,1022,0,30,15,21,0,0,1,2.374090195,NA,4,NA,0,dgs,1,0,1
3948,16148,1022,0,30,15,24,0,0,1,2.873897076,NA,4,NA,0,dgs,1,0,1
3949,16149,1022,0,30,15,27,0,0,1,2.499037981,NA,4,NA,0,dgs,1,0,1
3950,16150,1022,0,30,15,30,0,0,1,2.342857122,NA,4,NA,0,dgs,1,0,1
3921,16121,1022,0,30,29,3,0,1,0,4.326464176,NA,4,NA,0,dgs,1,0,0
3922,16122,1022,0,30,29,6,0,1,0,4.342085123,NA,4,NA,0,dgs,1,0,0
3923,16123,1022,0,30,29,9,0,1,0,3.186280966,NA,4,NA,0,dgs,1,1,0
3924,16124,1022,0,30,29,12,0,0,1,4.451420069,NA,4,NA,0,dgs,1,1,0
3925,16125,1022,0,30,29,15,0,0,1,2.951991081,NA,4,NA,0,dgs,1,0,0
3926,16126,1022,0,30,29,18,0,0,1,2.920758009,NA,4,NA,0,dgs,1,0,0
3927,16127,1022,0,30,29,21,0,0,1,2.577141047,NA,4,NA,0,dgs,1,0,0
3928,16128,1022,0,30,29,24,0,0,1,3.451800108,NA,4,NA,0,dgs,1,0,0
3929,16129,1022,0,30,29,27,0,0,1,2.905138016,NA,4,NA,0,dgs,1,0,0
3930,16130,1022,0,30,29,30,0,0,1,2.873898983,NA,4,NA,0,dgs,1,0,0
3901,16101,1022,0,30,56,3,0,0,1,31.91156888,NA,4,NA,0,dgs,1,1,1
3902,16102,1022,0,30,56,6,0,0,1,10.902071,NA,4,NA,0,dgs,1,0,1
3903,16103,1022,0,30,56,9,0,0,1,6.497512102,NA,4,NA,0,dgs,1,0,1
3904,16104,1022,0,30,56,12,0,0,1,4.826277971,NA,4,NA,0,dgs,1,0,1
3905,16105,1022,0,30,56,15,0,0,1,5.060564041,NA,4,NA,0,dgs,1,0,1
3906,16106,1022,0,30,56,18,0,0,1,3.576753139,NA,4,NA,0,dgs,1,0,1
3907,16107,1022,0,30,56,21,0,0,1,4.435799122,NA,4,NA,0,dgs,1,0,1
3908,16108,1022,0,30,56,24,0,0,1,4.310849905,NA,4,NA,0,dgs,1,0,1
3909,16109,1022,0,30,56,27,0,0,1,6.294465065,NA,4,NA,0,dgs,1,0,1
3910,16110,1022,0,30,56,30,0,0,1,3.795418978,NA,4,NA,0,dgs,1,0,1
3911,16111,1022,0,30,101,3,0,1,0,15.8689239,NA,4,NA,0,dgs,1,0,0
3912,16112,1022,0,30,101,6,0,1,0,3.358089924,NA,4,NA,0,dgs,1,0,0
3913,16113,1022,0,30,101,9,0,1,0,3.779803038,NA,4,NA,0,dgs,1,0,0
3914,16114,1022,0,30,101,12,0,1,0,5.997696161,NA,4,NA,0,dgs,1,1,0
3915,16115,1022,0,30,101,15,0,0,1,4.060939074,NA,4,NA,0,dgs,1,1,0
3916,16116,1022,0,30,101,18,0,0,1,3.155040979,NA,4,NA,0,dgs,1,0,0
3917,16117,1022,0,30,101,21,0,0,1,4.841896057,NA,4,NA,0,dgs,1,0,0
3918,16118,1022,0,30,101,24,0,0,1,2.374089003,NA,4,NA,0,dgs,1,0,0
3919,16119,1022,0,30,101,27,0,0,1,2.780183077,NA,4,NA,0,dgs,1,0,0
3920,16120,1022,0,30,101,30,0,0,1,3.654850006,NA,4,NA,0,dgs,1,0,0
61,311,1023,0,60,7,6,0,1,0,4.875452995,NA,9,NA,0,dgl,2,0,0
62,312,1023,0,60,7,12,0,1,0,2.649365902,NA,9,NA,0,dgl,2,0,0
63,313,1023,0,60,7,18,0,1,0,2.821811914,NA,9,NA,0,dgl,2,0,0
64,314,1023,0,60,7,24,0,1,0,22.26093793,NA,9,NA,0,dgl,2,1,0
65,315,1023,0,60,7,30,0,0,1,10.56610608,NA,9,NA,0,dgl,2,1,0
66,316,1023,0,60,7,36,0,0,1,2.774779797,NA,9,NA,0,dgl,2,0,0
67,317,1023,0,60,7,42,0,0,1,2.429893017,NA,9,NA,0,dgl,2,0,0
68,318,1023,0,60,7,48,0,0,1,4.311099052,NA,9,NA,0,dgl,2,0,0
69,319,1023,0,60,7,54,0,0,1,3.699704885,NA,9,NA,0,dgl,2,0,0
70,320,1023,0,60,7,60,0,0,1,2.837486029,NA,9,NA,0,dgl,2,0,0
51,301,1023,0,60,15,6,0,1,0,21.91894388,NA,9,NA,0,dgl,2,0,0
52,302,1023,0,60,15,12,0,1,0,11.40473104,NA,9,NA,0,dgl,2,1,0
53,303,1023,0,60,15,18,0,0,1,24.87168407,NA,9,NA,0,dgl,2,1,0
54,304,1023,0,60,15,24,0,0,1,4.952465057,NA,9,NA,0,dgl,2,0,0
55,305,1023,0,60,15,30,0,0,1,4.078979969,NA,9,NA,0,dgl,2,0,0
56,306,1023,0,60,15,36,0,0,1,4.734366894,NA,9,NA,0,dgl,2,0,0
57,307,1023,0,60,15,42,0,0,1,2.743428946,NA,9,NA,0,dgl,2,0,0
58,308,1023,0,60,15,48,0,0,1,3.872149944,NA,9,NA,0,dgl,2,0,0
59,309,1023,0,60,15,54,0,0,1,3.245081186,NA,9,NA,0,dgl,2,0,0
60,310,1023,0,60,15,60,0,0,1,3.997564077,NA,9,NA,0,dgl,2,0,0
71,321,1023,0,60,29,6,0,1,0,17.51089597,NA,9,NA,0,dgl,2,0,0
72,322,1023,0,60,29,12,0,1,0,5.188990831,NA,9,NA,0,dgl,2,1,0
73,323,1023,0,60,29,18,0,0,1,5.236019135,NA,9,NA,0,dgl,2,1,0
74,324,1023,0,60,29,24,0,0,1,2.006619215,NA,9,NA,0,dgl,2,0,0
75,325,1023,0,60,29,30,0,0,1,2.414215088,NA,9,NA,0,dgl,2,0,0
76,326,1023,0,60,29,36,0,0,1,1.849853992,NA,9,NA,0,dgl,2,0,0
77,327,1023,0,60,29,42,0,0,1,4.57760191,NA,9,NA,0,dgl,2,0,0
78,328,1023,0,60,29,48,0,0,1,3.652675867,NA,9,NA,0,dgl,2,0,0
79,329,1023,0,60,29,54,0,0,1,2.476925135,NA,9,NA,0,dgl,2,0,0
80,330,1023,0,60,29,60,0,0,1,2.037971973,NA,9,NA,0,dgl,2,0,0
91,341,1023,0,60,56,6,0,1,0,5.361438036,NA,9,NA,0,dgl,2,0,0
92,342,1023,0,60,56,12,0,1,0,2.179063082,NA,9,NA,0,dgl,2,0,0
93,343,1023,0,60,56,18,0,1,0,4.781398058,NA,9,NA,0,dgl,2,0,0
94,344,1023,0,60,56,24,0,1,0,8.05783391,NA,9,NA,0,dgl,2,1,0
95,345,1023,0,60,56,30,0,0,1,2.884516954,NA,9,NA,0,dgl,2,1,0
96,346,1023,0,60,56,36,0,0,1,1.442257166,NA,9,NA,0,dgl,2,0,0
97,347,1023,0,60,56,42,0,0,1,1.28549099,NA,9,NA,0,dgl,2,0,0
98,348,1023,0,60,56,48,0,0,1,1.834177017,NA,9,NA,0,dgl,2,0,0
99,349,1023,0,60,56,54,0,0,1,1.959593058,NA,9,NA,0,dgl,2,0,0
100,350,1023,0,60,56,60,0,0,1,2.19473815,NA,9,NA,0,dgl,2,0,0
81,331,1023,0,60,101,6,0,0,1,6.929105997,NA,9,NA,0,dgl,2,0,0
82,332,1023,0,60,101,12,0,0,1,2.210416794,NA,9,NA,0,dgl,2,1,0
83,333,1023,0,60,101,18,0,1,0,10.6131382,NA,9,NA,0,dgl,2,1,0
84,334,1023,0,60,101,24,0,1,0,8.245952129,NA,9,NA,0,dgl,2,0,0
85,335,1023,0,60,101,30,0,1,0,2.382863045,NA,9,NA,0,dgl,2,1,0
86,336,1023,0,60,101,36,0,0,1,2.022297859,NA,9,NA,0,dgl,2,1,0
87,337,1023,0,60,101,42,0,0,1,1.567671061,NA,9,NA,0,dgl,2,0,0
88,338,1023,0,60,101,48,0,0,1,1.348198175,NA,9,NA,0,dgl,2,0,0
89,339,1023,0,60,101,54,0,0,1,1.661732912,NA,9,NA,0,dgl,2,0,0
90,340,1023,0,60,101,60,0,0,1,2.476922035,NA,9,NA,0,dgl,2,0,0
1170,4670,1024,1,30,7,3,0,1,0,3.343667984,NA,5,NA,1,dgs,1,0,1
1169,4669,1024,1,30,7,6,0,1,0,2.562439919,NA,5,NA,1,dgs,1,0,1
1168,4668,1024,1,30,7,9,0,1,0,2.718686104,NA,5,NA,1,dgs,1,0,1
1167,4667,1024,1,30,7,12,0,1,0,2.499941111,NA,5,NA,1,dgs,1,0,1
1166,4666,1024,1,30,7,15,0,1,0,2.749933004,NA,5,NA,1,dgs,1,0,1
1165,4665,1024,1,30,7,18,0,1,0,2.593689919,NA,5,NA,1,dgs,1,0,1
1164,4664,1024,1,30,7,21,0,1,0,2.546813965,NA,5,NA,1,dgs,1,0,1
1163,4663,1024,1,30,7,24,0,1,0,3.703034878,NA,5,NA,1,dgs,1,0,1
1162,4662,1024,1,30,7,27,0,1,0,3.12492609,NA,5,NA,1,dgs,1,0,1
1161,4661,1024,1,30,7,30,0,1,0,4.34364295,NA,5,NA,1,dgs,1,1,1
1190,4690,1024,1,30,15,3,0,1,0,1.890579939,NA,5,NA,1,dgs,1,0,0
1189,4689,1024,1,30,15,6,0,1,0,2.171825886,NA,5,NA,1,dgs,1,0,0
1188,4688,1024,1,30,15,9,0,1,0,3.593664885,NA,5,NA,1,dgs,1,0,0
1187,4687,1024,1,30,15,12,0,1,0,2.531190872,NA,5,NA,1,dgs,1,0,0
1186,4686,1024,1,30,15,15,0,1,0,2.437440872,NA,5,NA,1,dgs,1,0,0
1185,4685,1024,1,30,15,18,0,1,0,2.53119421,NA,5,NA,1,dgs,1,0,0
1184,4684,1024,1,30,15,21,0,1,0,2.343693972,NA,5,NA,1,dgs,1,1,0
