,X,Participant,gender,lamount,ldealy,samount,sdelay,choices1,choice2,RT_first,pick_larger_position,block_order,RT_second,adjusting.order,condition,group,switch,mark1
2868,9618,1051,1,60,101,18,0,1,0,2.625002861,NA,4,NA,1,dgl,2,1,0
2867,9617,1051,1,60,101,24,0,0,1,3.109378815,NA,4,NA,1,dgl,2,1,0
2866,9616,1051,1,60,101,30,0,0,1,3.203131914,NA,4,NA,1,dgl,2,0,0
2865,9615,1051,1,60,101,36,0,0,1,2.937503099,NA,4,NA,1,dgl,2,0,0
2864,9614,1051,1,60,101,42,0,0,1,2.484380007,NA,4,NA,1,dgl,2,0,0
2863,9613,1051,1,60,101,48,0,0,1,2.609376907,NA,4,NA,1,dgl,2,0,0
2862,9612,1051,1,60,101,54,0,0,1,3.031256199,NA,4,NA,1,dgl,2,0,0
2861,9611,1051,1,60,101,60,0,0,1,5.10938096,NA,4,NA,1,dgl,2,0,0
3420,12670,1052,1,60,7,6,0,1,0,2.707505941,NA,5,NA,1,dgl,2,0,0
3419,12669,1052,1,60,7,12,0,1,0,3.114413977,NA,5,NA,1,dgl,2,0,0
3418,12668,1052,1,60,7,18,0,1,0,2.770107031,NA,5,NA,1,dgl,2,0,0
3417,12667,1052,1,60,7,24,0,1,0,2.799543858,NA,5,NA,1,dgl,2,0,0
3416,12666,1052,1,60,7,30,0,1,0,3.469976187,NA,5,NA,1,dgl,2,0,0
3415,12665,1052,1,60,7,36,0,1,0,2.438362122,NA,5,NA,1,dgl,2,1,0
3414,12664,1052,1,60,7,42,0,0,1,4.532851934,NA,5,NA,1,dgl,2,1,0
3413,12663,1052,1,60,7,48,0,1,0,2.766602993,NA,5,NA,1,dgl,2,1,0
3412,12662,1052,1,60,7,54,0,0,1,3.579391956,NA,5,NA,1,dgl,2,1,0
3411,12661,1052,1,60,7,60,0,0,1,5.923968792,NA,5,NA,1,dgl,2,0,0
3440,12690,1052,1,60,15,6,0,1,0,2.801408052,NA,5,NA,1,dgl,2,0,0
3439,12689,1052,1,60,15,12,0,1,0,3.208316088,NA,5,NA,1,dgl,2,0,0
3438,12688,1052,1,60,15,18,0,1,0,2.926611185,NA,5,NA,1,dgl,2,0,0
3437,12687,1052,1,60,15,24,0,1,0,2.660552979,NA,5,NA,1,dgl,2,1,0
3436,12686,1052,1,60,15,30,0,0,1,4.02213192,NA,5,NA,1,dgl,2,1,0
3435,12685,1052,1,60,15,36,0,1,0,2.801405907,NA,5,NA,1,dgl,2,1,0
3434,12684,1052,1,60,15,42,0,1,0,3.80302906,NA,5,NA,1,dgl,2,0,0
3433,12683,1052,1,60,15,48,0,1,0,2.504053116,NA,5,NA,1,dgl,2,1,0
3432,12682,1052,1,60,15,54,0,0,1,3.380471945,NA,5,NA,1,dgl,2,1,0
3431,12681,1052,1,60,15,60,0,0,1,4.695094824,NA,5,NA,1,dgl,2,0,0
3450,12700,1052,1,60,29,6,0,1,0,2.128441811,NA,5,NA,1,dgl,2,0,0
3449,12699,1052,1,60,29,12,0,1,0,2.159744024,NA,5,NA,1,dgl,2,0,0
3448,12698,1052,1,60,29,18,0,1,0,2.895309925,NA,5,NA,1,dgl,2,0,0
3447,12697,1052,1,60,29,24,0,1,0,2.77011013,NA,5,NA,1,dgl,2,1,0
3446,12696,1052,1,60,29,30,0,0,1,2.879658937,NA,5,NA,1,dgl,2,1,0
3445,12695,1052,1,60,29,36,0,1,0,2.738805056,NA,5,NA,1,dgl,2,1,0
3444,12694,1052,1,60,29,42,0,0,1,2.613604069,NA,5,NA,1,dgl,2,1,0
3443,12693,1052,1,60,29,48,0,1,0,3.051810026,NA,5,NA,1,dgl,2,1,0
3442,12692,1052,1,60,29,54,0,0,1,3.036163092,NA,5,NA,1,dgl,2,1,0
3441,12691,1052,1,60,29,60,0,0,1,2.58230114,NA,5,NA,1,dgl,2,0,0
3430,12680,1052,1,60,56,6,0,1,0,2.472749949,NA,5,NA,1,dgl,2,0,0
3429,12679,1052,1,60,56,12,0,1,0,2.347552061,NA,5,NA,1,dgl,2,0,0
3428,12678,1052,1,60,56,18,0,1,0,2.37884903,NA,5,NA,1,dgl,2,0,0
3427,12677,1052,1,60,56,24,0,1,0,3.380467892,NA,5,NA,1,dgl,2,1,0
3426,12676,1052,1,60,56,30,0,0,1,4.241236925,NA,5,NA,1,dgl,2,1,0
3425,12675,1052,1,60,56,36,0,1,0,3.114413023,NA,5,NA,1,dgl,2,1,0
3424,12674,1052,1,60,56,42,0,1,0,2.910959959,NA,5,NA,1,dgl,2,1,0
3423,12673,1052,1,60,56,48,0,0,1,3.756076813,NA,5,NA,1,dgl,2,1,0
3422,12672,1052,1,60,56,54,0,0,1,6.573137045,NA,5,NA,1,dgl,2,0,0
3421,12671,1052,1,60,56,60,0,0,1,9.202394009,NA,5,NA,1,dgl,2,0,0
3410,12660,1052,1,60,101,6,0,1,0,2.876018047,NA,5,NA,1,dgl,2,0,0
3409,12659,1052,1,60,101,12,0,1,0,9.175120831,NA,5,NA,1,dgl,2,0,0
3408,12658,1052,1,60,101,18,0,1,0,2.782232046,NA,5,NA,1,dgl,2,0,0
3407,12657,1052,1,60,101,24,0,1,0,4.564114094,NA,5,NA,1,dgl,2,1,0
3406,12656,1052,1,60,101,30,0,0,1,8.456115007,NA,5,NA,1,dgl,2,1,0
3405,12655,1052,1,60,101,36,0,1,0,3.673171997,NA,5,NA,1,dgl,2,1,0
3404,12654,1052,1,60,101,42,0,1,0,4.126461029,NA,5,NA,1,dgl,2,0,0
3403,12653,1052,1,60,101,48,0,1,0,4.314023972,NA,5,NA,1,dgl,2,0,0
3402,12652,1052,1,60,101,54,0,1,0,4.314023972,NA,5,NA,1,dgl,2,1,0
3401,12651,1052,1,60,101,60,0,0,1,22.85183096,NA,5,NA,1,dgl,2,1,0
2950,9700,1053,1,60,7,6,0,1,0,1.296875954,NA,6,NA,1,dgl,2,0,0
2949,9699,1053,1,60,7,12,0,1,0,1.390625954,NA,6,NA,1,dgl,2,0,0
2948,9698,1053,1,60,7,18,0,1,0,1.343750954,NA,6,NA,1,dgl,2,0,0
2947,9697,1053,1,60,7,24,0,1,0,1.578128099,NA,6,NA,1,dgl,2,0,0
2946,9696,1053,1,60,7,30,0,1,0,1.593752861,NA,6,NA,1,dgl,2,0,0
2945,9695,1053,1,60,7,36,0,1,0,1.796877146,NA,6,NA,1,dgl,2,0,0
2944,9694,1053,1,60,7,42,0,1,0,1.765627861,NA,6,NA,1,dgl,2,0,0
2943,9693,1053,1,60,7,48,0,1,0,2.031252861,NA,6,NA,1,dgl,2,0,0
2942,9692,1053,1,60,7,54,0,1,0,2.140625954,NA,6,NA,1,dgl,2,1,0
2941,9691,1053,1,60,7,60,0,0,1,3.140623093,NA,6,NA,1,dgl,2,1,0
2940,9690,1053,1,60,15,6,0,1,0,1.734376192,NA,6,NA,1,dgl,2,0,1
2939,9689,1053,1,60,15,12,0,1,0,1.515626907,NA,6,NA,1,dgl,2,0,1
2938,9688,1053,1,60,15,18,0,1,0,1.921879053,NA,6,NA,1,dgl,2,0,1
2937,9687,1053,1,60,15,24,0,1,0,1.609378099,NA,6,NA,1,dgl,2,0,1
2936,9686,1053,1,60,15,30,0,1,0,1.6875,NA,6,NA,1,dgl,2,0,1
2935,9685,1053,1,60,15,36,0,1,0,1.734378099,NA,6,NA,1,dgl,2,0,1
2934,9684,1053,1,60,15,42,0,1,0,1.500000954,NA,6,NA,1,dgl,2,0,1
2933,9683,1053,1,60,15,48,0,1,0,2.187504053,NA,6,NA,1,dgl,2,0,1
2932,9682,1053,1,60,15,54,0,1,0,2.578127146,NA,6,NA,1,dgl,2,0,1
2931,9681,1053,1,60,15,60,0,1,0,4.875001907,NA,6,NA,1,dgl,2,1,1
2920,9670,1053,1,60,29,6,0,1,0,1.937502146,NA,6,NA,1,dgl,2,0,0
2919,9669,1053,1,60,29,12,0,1,0,1.703129053,NA,6,NA,1,dgl,2,0,0
2918,9668,1053,1,60,29,18,0,1,0,2.890627861,NA,6,NA,1,dgl,2,0,0
2917,9667,1053,1,60,29,24,0,1,0,2.48438096,NA,6,NA,1,dgl,2,0,0
2916,9666,1053,1,60,29,30,0,1,0,1.984377146,NA,6,NA,1,dgl,2,0,0
2915,9665,1053,1,60,29,36,0,1,0,2.328127146,NA,6,NA,1,dgl,2,0,0
2914,9664,1053,1,60,29,42,0,1,0,1.828126907,NA,6,NA,1,dgl,2,0,0
2913,9663,1053,1,60,29,48,0,1,0,3.000002861,NA,6,NA,1,dgl,2,0,0
2912,9662,1053,1,60,29,54,0,1,0,2.750005007,NA,6,NA,1,dgl,2,1,0
2911,9661,1053,1,60,29,60,0,0,1,3.546876907,NA,6,NA,1,dgl,2,1,0
2910,9660,1053,1,60,56,6,0,1,0,1.859375954,NA,6,NA,1,dgl,2,0,0
2909,9659,1053,1,60,56,12,0,1,0,1.859377146,NA,6,NA,1,dgl,2,0,0
2908,9658,1053,1,60,56,18,0,1,0,1.812500954,NA,6,NA,1,dgl,2,0,0
2907,9657,1053,1,60,56,24,0,1,0,2.062502861,NA,6,NA,1,dgl,2,0,0
2906,9656,1053,1,60,56,30,0,1,0,2.031253099,NA,6,NA,1,dgl,2,0,0
2905,9655,1053,1,60,56,36,0,1,0,2.328128099,NA,6,NA,1,dgl,2,0,0
2904,9654,1053,1,60,56,42,0,1,0,3.203121901,NA,6,NA,1,dgl,2,0,0
2903,9653,1053,1,60,56,48,0,1,0,4.437509775,NA,6,NA,1,dgl,2,0,0
2902,9652,1053,1,60,56,54,0,1,0,3.421879053,NA,6,NA,1,dgl,2,1,0
2901,9651,1053,1,60,56,60,0,0,1,15.35939503,NA,6,NA,1,dgl,2,1,0
2930,9680,1053,1,60,101,6,0,1,0,1.656253815,NA,6,NA,1,dgl,2,0,0
2929,9679,1053,1,60,101,12,0,1,0,1.765627146,NA,6,NA,1,dgl,2,0,0
2928,9678,1053,1,60,101,18,0,1,0,1.906250954,NA,6,NA,1,dgl,2,0,0
2927,9677,1053,1,60,101,24,0,1,0,2.421880007,NA,6,NA,1,dgl,2,0,0
2926,9676,1053,1,60,101,30,0,1,0,2.531253099,NA,6,NA,1,dgl,2,0,0
2925,9675,1053,1,60,101,36,0,1,0,2.046878099,NA,6,NA,1,dgl,2,0,0
2924,9674,1053,1,60,101,42,0,1,0,1.984374046,NA,6,NA,1,dgl,2,0,0
2923,9673,1053,1,60,101,48,0,1,0,1.812502861,NA,6,NA,1,dgl,2,0,0
2922,9672,1053,1,60,101,54,0,1,0,2.328129053,NA,6,NA,1,dgl,2,1,0
2921,9671,1053,1,60,101,60,0,0,1,3.078128099,NA,6,NA,1,dgl,2,1,0
221,621,1054,1,60,7,6,0,1,0,2.655886889,NA,7,NA,0,dgl,2,0,0
222,622,1054,1,60,7,12,0,1,0,1.843502998,NA,7,NA,0,dgl,2,0,0
223,623,1054,1,60,7,18,0,1,0,1.562290192,NA,7,NA,0,dgl,2,0,0
224,624,1054,1,60,7,24,0,1,0,1.468555927,NA,7,NA,0,dgl,2,0,0
225,625,1054,1,60,7,30,0,1,0,1.843502998,NA,7,NA,0,dgl,2,0,0
226,626,1054,1,60,7,36,0,1,0,1.640406847,NA,7,NA,0,dgl,2,0,0
227,627,1054,1,60,7,42,0,1,0,1.671650171,NA,7,NA,0,dgl,2,0,0
228,628,1054,1,60,7,48,0,1,0,1.843506098,NA,7,NA,0,dgl,2,0,0
229,629,1054,1,60,7,54,0,1,0,1.406061888,NA,7,NA,0,dgl,2,1,0
230,630,1054,1,60,7,60,0,0,1,1.656030893,NA,7,NA,0,dgl,2,1,0
241,641,1054,1,60,15,6,0,1,0,3.54640007,NA,7,NA,0,dgl,2,0,0
242,642,1054,1,60,15,12,0,1,0,1.874750137,NA,7,NA,0,dgl,2,0,0
243,643,1054,1,60,15,18,0,1,0,1.343570948,NA,7,NA,0,dgl,2,0,0
244,644,1054,1,60,15,24,0,1,0,1.812256813,NA,7,NA,0,dgl,2,0,0
245,645,1054,1,60,15,30,0,1,0,1.343568087,NA,7,NA,0,dgl,2,0,0
246,646,1054,1,60,15,36,0,1,0,1.421684027,NA,7,NA,0,dgl,2,0,0
247,647,1054,1,60,15,42,0,1,0,3.233942986,NA,7,NA,0,dgl,2,0,0
248,648,1054,1,60,15,48,0,1,0,1.609158993,NA,7,NA,0,dgl,2,0,0
249,649,1054,1,60,15,54,0,1,0,1.890372038,NA,7,NA,0,dgl,2,1,0
250,650,1054,1,60,15,60,0,0,1,2.562157869,NA,7,NA,0,dgl,2,1,0
231,631,1054,1,60,29,6,0,1,0,2.093470097,NA,7,NA,0,dgl,2,0,0
232,632,1054,1,60,29,12,0,1,0,1.437308073,NA,7,NA,0,dgl,2,0,0
233,633,1054,1,60,29,18,0,1,0,1.562289953,NA,7,NA,0,dgl,2,0,0
234,634,1054,1,60,29,24,0,1,0,1.874750853,NA,7,NA,0,dgl,2,0,0
235,635,1054,1,60,29,30,0,1,0,1.656027794,NA,7,NA,0,dgl,2,0,0
236,636,1054,1,60,29,36,0,1,0,1.5935359,NA,7,NA,0,dgl,2,0,0
237,637,1054,1,60,29,42,0,1,0,1.734143019,NA,7,NA,0,dgl,2,0,0
238,638,1054,1,60,29,48,0,1,0,1.327947855,NA,7,NA,0,dgl,2,0,0
239,639,1054,1,60,29,54,0,1,0,1.562289953,NA,7,NA,0,dgl,2,1,0
240,640,1054,1,60,29,60,0,0,1,4.749366045,NA,7,NA,0,dgl,2,1,0
211,611,1054,1,60,56,6,0,1,0,3.858859062,NA,7,NA,0,dgl,2,0,0
212,612,1054,1,60,56,12,0,1,0,2.15596199,NA,7,NA,0,dgl,2,0,0
213,613,1054,1,60,56,18,0,1,0,1.968485832,NA,7,NA,0,dgl,2,0,0
214,614,1054,1,60,56,24,0,1,0,1.999732971,NA,7,NA,0,dgl,2,0,0
215,615,1054,1,60,56,30,0,1,0,2.343436956,NA,7,NA,0,dgl,2,0,0
216,616,1054,1,60,56,36,0,1,0,2.124716043,NA,7,NA,0,dgl,2,0,0
217,617,1054,1,60,56,42,0,1,0,3.296433926,NA,7,NA,0,dgl,2,0,0
218,618,1054,1,60,56,48,0,1,0,2.843371868,NA,7,NA,0,dgl,2,1,0
219,619,1054,1,60,56,54,0,0,1,2.43717289,NA,7,NA,0,dgl,2,1,0
220,620,1054,1,60,56,60,0,0,1,2.468419075,NA,7,NA,0,dgl,2,0,0
201,601,1054,1,60,101,6,0,1,0,18.76311994,NA,7,NA,0,dgl,2,0,0
202,602,1054,1,60,101,12,0,1,0,6.436640978,NA,7,NA,0,dgl,2,0,0
203,603,1054,1,60,101,18,0,1,0,8.202030897,NA,7,NA,0,dgl,2,0,0
204,604,1054,1,60,101,24,0,1,0,6.342905045,NA,7,NA,0,dgl,2,1,0
205,605,1054,1,60,101,30,0,0,1,3.312056065,NA,7,NA,0,dgl,2,1,0
206,606,1054,1,60,101,36,0,1,0,3.671386003,NA,7,NA,0,dgl,2,1,0
207,607,1054,1,60,101,42,0,0,1,3.499530077,NA,7,NA,0,dgl,2,1,0
208,608,1054,1,60,101,48,0,0,1,2.17158699,NA,7,NA,0,dgl,2,0,0
209,609,1054,1,60,101,54,0,0,1,3.718254089,NA,7,NA,0,dgl,2,0,0
210,610,1054,1,60,101,60,0,0,1,3.202697992,NA,7,NA,0,dgl,2,0,0
1660,5310,1055,0,60,7,6,0,1,0,2.315922976,NA,8,NA,1,dgl,2,1,0
1659,5309,1055,0,60,7,12,0,0,1,2.863607168,NA,8,NA,1,dgl,2,1,0
1658,5308,1055,0,60,7,18,0,1,0,2.863609076,NA,8,NA,1,dgl,2,1,0
1657,5307,1055,0,60,7,24,0,1,0,4.600548983,NA,8,NA,1,dgl,2,0,0
1656,5306,1055,0,60,7,30,0,1,0,3.614716053,NA,8,NA,1,dgl,2,0,0
1655,5305,1055,0,60,7,36,0,1,0,5.163881063,NA,8,NA,1,dgl,2,1,0
1654,5304,1055,0,60,7,42,0,0,1,8.121377945,NA,8,NA,1,dgl,2,1,0
1653,5303,1055,0,60,7,48,0,1,0,5.821101904,NA,8,NA,1,dgl,2,1,0
1652,5302,1055,0,60,7,54,0,0,1,9.842669964,NA,8,NA,1,dgl,2,1,0
1651,5301,1055,0,60,7,60,0,0,1,20.42080498,NA,8,NA,1,dgl,2,0,0
1680,5330,1055,0,60,15,6,0,1,0,2.065540075,NA,8,NA,1,dgl,2,0,0
1679,5329,1055,0,60,15,12,0,1,0,3.661639214,NA,8,NA,1,dgl,2,0,0
1678,5328,1055,0,60,15,18,0,1,0,2.957475901,NA,8,NA,1,dgl,2,1,0
1677,5327,1055,0,60,15,24,0,0,1,4.115432024,NA,8,NA,1,dgl,2,1,0
1676,5326,1055,0,60,15,30,0,1,0,5.335975885,NA,8,NA,1,dgl,2,1,0
1675,5325,1055,0,60,15,36,0,0,1,4.897831917,NA,8,NA,1,dgl,2,1,0
1674,5324,1055,0,60,15,42,0,0,1,3.426916838,NA,8,NA,1,dgl,2,0,0
1673,5323,1055,0,60,15,48,0,0,1,2.096843004,NA,8,NA,1,dgl,2,0,0
1672,5322,1055,0,60,15,54,0,0,1,8.152677059,NA,8,NA,1,dgl,2,0,0
1671,5321,1055,0,60,15,60,0,0,1,3.802493095,NA,8,NA,1,dgl,2,0,0
1700,5350,1055,0,60,29,6,0,1,0,2.331555128,NA,8,NA,1,dgl,2,0,0
1699,5349,1055,0,60,29,12,0,1,0,2.378498077,NA,8,NA,1,dgl,2,1,0
1698,5348,1055,0,60,29,18,0,0,1,2.847938061,NA,8,NA,1,dgl,2,1,0
1697,5347,1055,0,60,29,24,0,1,0,3.239140987,NA,8,NA,1,dgl,2,1,0
1696,5346,1055,0,60,29,30,0,1,0,2.534977913,NA,8,NA,1,dgl,2,1,0
1695,5345,1055,0,60,29,36,0,0,1,4.17802,NA,8,NA,1,dgl,2,1,0
1694,5344,1055,0,60,29,42,0,0,1,5.601991892,NA,8,NA,1,dgl,2,0,0
1693,5343,1055,0,60,29,48,0,0,1,3.160900116,NA,8,NA,1,dgl,2,0,0
1692,5342,1055,0,60,29,54,0,0,1,3.067008972,NA,8,NA,1,dgl,2,0,0
1691,5341,1055,0,60,29,60,0,0,1,3.849409819,NA,8,NA,1,dgl,2,0,0
1690,5340,1055,0,60,56,6,0,0,1,3.990245104,NA,8,NA,1,dgl,2,1,0
1689,5339,1055,0,60,56,12,0,1,0,5.805413961,NA,8,NA,1,dgl,2,1,0
1688,5338,1055,0,60,56,18,0,1,0,3.364326,NA,8,NA,1,dgl,2,0,0
1687,5337,1055,0,60,56,24,0,1,0,12.37758684,NA,8,NA,1,dgl,2,1,0
1686,5336,1055,0,60,56,30,0,0,1,2.973123074,NA,8,NA,1,dgl,2,1,0
1685,5335,1055,0,60,56,36,0,0,1,3.567749977,NA,8,NA,1,dgl,2,0,0
1684,5334,1055,0,60,56,42,0,0,1,2.519333124,NA,8,NA,1,dgl,2,0,0
1683,5333,1055,0,60,56,48,0,0,1,2.847939968,NA,8,NA,1,dgl,2,0,0
1682,5332,1055,0,60,56,54,0,0,1,4.209316015,NA,8,NA,1,dgl,2,0,0
1681,5331,1055,0,60,56,60,0,0,1,2.973118067,NA,8,NA,1,dgl,2,0,0
1670,5320,1055,0,60,101,6,0,1,0,4.850917816,NA,8,NA,1,dgl,2,0,0
1669,5319,1055,0,60,101,12,0,1,0,3.505181789,NA,8,NA,1,dgl,2,1,0
1668,5318,1055,0,60,101,18,0,0,1,5.961938143,NA,8,NA,1,dgl,2,1,0
1667,5317,1055,0,60,101,24,0,0,1,1.862125874,NA,8,NA,1,dgl,2,0,0
1666,5316,1055,0,60,101,30,0,0,1,2.253329039,NA,8,NA,1,dgl,2,0,0
1665,5315,1055,0,60,101,36,0,0,1,4.772678852,NA,8,NA,1,dgl,2,0,0
1664,5314,1055,0,60,101,42,0,0,1,3.08267808,NA,8,NA,1,dgl,2,0,0
1663,5313,1055,0,60,101,48,0,0,1,2.738421202,NA,8,NA,1,dgl,2,0,0
1662,5312,1055,0,60,101,54,0,0,1,4.256289005,NA,8,NA,1,dgl,2,0,0
1661,5311,1055,0,60,101,60,0,0,1,5.226467133,NA,8,NA,1,dgl,2,0,0
4511,16761,1056,0,60,7,6,0,1,0,5.223625898,NA,9,NA,0,dgl,2,0,0
4512,16762,1056,0,60,7,12,0,1,0,4.613688946,NA,9,NA,0,dgl,2,0,0
4513,16763,1056,0,60,7,18,0,1,0,4.551129103,NA,9,NA,0,dgl,2,1,0
4514,16764,1056,0,60,7,24,0,0,1,3.612751961,NA,9,NA,0,dgl,2,1,0
4515,16765,1056,0,60,7,30,0,1,0,3.737868071,NA,9,NA,0,dgl,2,1,0
4516,16766,1056,0,60,7,36,0,0,1,3.143565893,NA,9,NA,0,dgl,2,1,0
4517,16767,1056,0,60,7,42,0,1,0,3.143566847,NA,9,NA,0,dgl,2,1,0
4518,16768,1056,0,60,7,48,0,0,1,4.754443884,NA,9,NA,0,dgl,2,1,0
4519,16769,1056,0,60,7,54,0,1,0,2.236467838,NA,9,NA,0,dgl,2,1,0
4520,16770,1056,0,60,7,60,0,0,1,5.943053961,NA,9,NA,0,dgl,2,1,0
4501,16751,1056,0,60,15,6,0,1,0,17.61021185,NA,9,NA,0,dgl,2,0,0
4502,16752,1056,0,60,15,12,0,1,0,45.51131296,NA,9,NA,0,dgl,2,1,0
4503,16753,1056,0,60,15,18,0,0,1,5.129797935,NA,9,NA,0,dgl,2,1,0
4504,16754,1056,0,60,15,24,0,0,1,6.646840096,NA,9,NA,0,dgl,2,1,0
4505,16755,1056,0,60,15,30,0,1,0,6.177654982,NA,9,NA,0,dgl,2,1,0
4506,16756,1056,0,60,15,36,0,1,0,4.67624402,NA,9,NA,0,dgl,2,1,0
4507,16757,1056,0,60,15,42,0,0,1,2.736932993,NA,9,NA,0,dgl,2,1,0
4508,16758,1056,0,60,15,48,0,1,0,3.706588984,NA,9,NA,0,dgl,2,1,0
4509,16759,1056,0,60,15,54,0,0,1,4.035022974,NA,9,NA,0,dgl,2,1,0
4510,16760,1056,0,60,15,60,0,0,1,4.316537857,NA,9,NA,0,dgl,2,0,0
4521,16771,1056,0,60,29,6,0,0,1,10.08755612,NA,9,NA,0,dgl,2,0,0
4522,16772,1056,0,60,29,12,0,0,1,3.190482855,NA,9,NA,0,dgl,2,0,0
4523,16773,1056,0,60,29,18,0,0,1,3.034090042,NA,9,NA,0,dgl,2,0,0
4524,16774,1056,0,60,29,24,0,0,1,5.03595686,NA,9,NA,0,dgl,2,0,0
4525,16775,1056,0,60,29,30,0,0,1,3.14356184,NA,9,NA,0,dgl,2,0,0
4526,16776,1056,0,60,29,36,0,0,1,2.564898014,NA,9,NA,0,dgl,2,1,0
4527,16777,1056,0,60,29,42,0,1,0,5.317471981,NA,9,NA,0,dgl,2,1,0
4528,16778,1056,0,60,29,48,0,0,1,2.752573013,NA,9,NA,0,dgl,2,1,0
4529,16779,1056,0,60,29,54,0,0,1,1.954951048,NA,9,NA,0,dgl,2,0,0
4530,16780,1056,0,60,29,60,0,0,1,3.722229958,NA,9,NA,0,dgl,2,0,0
4541,16791,1056,0,60,56,6,0,1,0,6.068129063,NA,9,NA,0,dgl,2,0,0
4542,16792,1056,0,60,56,12,0,1,0,3.862962008,NA,9,NA,0,dgl,2,0,0
4543,16793,1056,0,60,56,18,0,1,0,3.183243036,NA,9,NA,0,dgl,2,1,0
4544,16794,1056,0,60,56,24,0,0,1,3.00810194,NA,9,NA,0,dgl,2,1,0
4545,16795,1056,0,60,56,30,0,0,1,2.696380138,NA,9,NA,0,dgl,2,0,0
4546,16796,1056,0,60,56,36,0,0,1,3.163960934,NA,9,NA,0,dgl,2,0,0
4547,16797,1056,0,60,56,42,0,0,1,3.241892815,NA,9,NA,0,dgl,2,0,0
4548,16798,1056,0,60,56,48,0,0,1,1.885910988,NA,9,NA,0,dgl,2,0,0
4549,16799,1056,0,60,56,54,0,0,1,2.634037971,NA,9,NA,0,dgl,2,0,0
4550,16800,1056,0,60,56,60,0,0,1,2.852247,NA,9,NA,0,dgl,2,0,0
4531,16781,1056,0,60,101,6,0,0,1,8.085680008,NA,9,NA,0,dgl,2,1,1
4532,16782,1056,0,60,101,12,0,0,1,2.455420971,NA,9,NA,0,dgl,2,0,1
4533,16783,1056,0,60,101,18,0,0,1,1.767277002,NA,9,NA,0,dgl,2,0,1
4534,16784,1056,0,60,101,24,0,0,1,1.939311981,NA,9,NA,0,dgl,2,0,1
4535,16785,1056,0,60,101,30,0,0,1,2.439780951,NA,9,NA,0,dgl,2,0,1
4536,16786,1056,0,60,101,36,0,0,1,2.142627001,NA,9,NA,0,dgl,2,0,1
4537,16787,1056,0,60,101,42,0,0,1,2.345946074,NA,9,NA,0,dgl,2,0,1
4538,16788,1056,0,60,101,48,0,0,1,3.034085989,NA,9,NA,0,dgl,2,0,1
4539,16789,1056,0,60,101,54,0,0,1,3.471993923,NA,9,NA,0,dgl,2,0,1
4540,16790,1056,0,60,101,60,0,0,1,2.815113068,NA,9,NA,0,dgl,2,0,1
2990,9790,1057,0,60,7,6,0,1,0,2.015627146,NA,10,NA,1,dgl,2,0,0
2989,9789,1057,0,60,7,12,0,1,0,1.953127861,NA,10,NA,1,dgl,2,0,0
2988,9788,1057,0,60,7,18,0,1,0,1.703125954,NA,10,NA,1,dgl,2,0,0
2987,9787,1057,0,60,7,24,0,1,0,1.781252146,NA,10,NA,1,dgl,2,0,0
2986,9786,1057,0,60,7,30,0,1,0,1.906252861,NA,10,NA,1,dgl,2,0,0
2985,9785,1057,0,60,7,36,0,1,0,2.312502861,NA,10,NA,1,dgl,2,0,0
2984,9784,1057,0,60,7,42,0,1,0,2.484379053,NA,10,NA,1,dgl,2,0,0
2983,9783,1057,0,60,7,48,0,1,0,2.093754053,NA,10,NA,1,dgl,2,0,0
2982,9782,1057,0,60,7,54,0,1,0,2.984377146,NA,10,NA,1,dgl,2,1,0
2981,9781,1057,0,60,7,60,0,0,1,2.203122139,NA,10,NA,1,dgl,2,1,0
2970,9770,1057,0,60,15,6,0,1,0,2.375002146,NA,10,NA,1,dgl,2,0,0
2969,9769,1057,0,60,15,12,0,1,0,2.515628099,NA,10,NA,1,dgl,2,0,0
2968,9768,1057,0,60,15,18,0,1,0,3.234378099,NA,10,NA,1,dgl,2,0,0
2967,9767,1057,0,60,15,24,0,1,0,2.531254053,NA,10,NA,1,dgl,2,0,0
2966,9766,1057,0,60,15,30,0,1,0,2.890630007,NA,10,NA,1,dgl,2,0,0
2965,9765,1057,0,60,15,36,0,1,0,2.812502861,NA,10,NA,1,dgl,2,0,0
2964,9764,1057,0,60,15,42,0,1,0,3.406255007,NA,10,NA,1,dgl,2,1,0
2963,9763,1057,0,60,15,48,0,0,1,3.062504053,NA,10,NA,1,dgl,2,1,0
2962,9762,1057,0,60,15,54,0,0,1,3.515632868,NA,10,NA,1,dgl,2,0,0
2961,9761,1057,0,60,15,60,0,0,1,4.51563096,NA,10,NA,1,dgl,2,0,0
2960,9760,1057,0,60,29,6,0,1,0,3.015627861,NA,10,NA,1,dgl,2,0,0
2959,9759,1057,0,60,29,12,0,1,0,3.953129768,NA,10,NA,1,dgl,2,0,0
2958,9758,1057,0,60,29,18,0,1,0,2.703127861,NA,10,NA,1,dgl,2,0,0
2957,9757,1057,0,60,29,24,0,1,0,3.312504053,NA,10,NA,1,dgl,2,0,0
2956,9756,1057,0,60,29,30,0,1,0,3.234380007,NA,10,NA,1,dgl,2,0,0
2955,9755,1057,0,60,29,36,0,1,0,3.734376907,NA,10,NA,1,dgl,2,0,0
2954,9754,1057,0,60,29,42,0,1,0,6.234388828,NA,10,NA,1,dgl,2,1,0
2953,9753,1057,0,60,29,48,0,0,1,5.890633106,NA,10,NA,1,dgl,2,1,0
