Participant	block_order	group	trial	A	B	DA	DB	R	index	ID	PA	PB
1007	5	1	1	3	30	0	101	0	1	5	1	1
1007	5	1	2	6	30	0	101	0	1	5	1	1
1007	5	1	3	9	30	0	101	0	1	5	1	1
1007	5	1	4	12	30	0	101	0	1	5	1	1
1007	5	1	5	15	30	0	101	0	1	5	1	1
1007	5	1	6	18	30	0	101	0	1	5	1	1
1007	5	1	7	21	30	0	101	0	1	5	1	1
1007	5	1	8	24	30	0	101	0	1	5	1	1
1007	5	1	9	27	30	0	101	0	1	5	1	1
1007	5	1	10	30	30	0	101	0	1	5	1	1
1007	5	1	11	3	30	0	7	1	2	5	1	1
1007	5	1	12	6	30	0	7	0	2	5	1	1
1007	5	1	13	9	30	0	7	1	2	5	1	1
1007	5	1	14	12	30	0	7	0	2	5	1	1
1007	5	1	15	15	30	0	7	0	2	5	1	1
1007	5	1	16	18	30	0	7	0	2	5	1	1
1007	5	1	17	21	30	0	7	0	2	5	1	1
1007	5	1	18	24	30	0	7	0	2	5	1	1
1007	5	1	19	27	30	0	7	0	2	5	1	1
1007	5	1	20	30	30	0	7	0	2	5	1	1
1007	5	1	21	3	30	0	56	0	3	5	1	1
1007	5	1	22	6	30	0	56	0	3	5	1	1
1007	5	1	23	9	30	0	56	0	3	5	1	1
1007	5	1	24	12	30	0	56	0	3	5	1	1
1007	5	1	25	15	30	0	56	0	3	5	1	1
1007	5	1	26	18	30	0	56	0	3	5	1	1
1007	5	1	27	21	30	0	56	0	3	5	1	1
1007	5	1	28	24	30	0	56	0	3	5	1	1
1007	5	1	29	27	30	0	56	0	3	5	1	1
1007	5	1	30	30	30	0	56	0	3	5	1	1
1007	5	1	31	3	30	0	15	1	4	5	1	1
1007	5	1	32	6	30	0	15	1	4	5	1	1
1007	5	1	33	9	30	0	15	1	4	5	1	1
1007	5	1	34	12	30	0	15	0	4	5	1	1
1007	5	1	35	15	30	0	15	0	4	5	1	1
1007	5	1	36	18	30	0	15	0	4	5	1	1
1007	5	1	37	21	30	0	15	0	4	5	1	1
1007	5	1	38	24	30	0	15	0	4	5	1	1
1007	5	1	39	27	30	0	15	0	4	5	1	1
1007	5	1	40	30	30	0	15	0	4	5	1	1
1007	5	1	41	3	30	0	29	1	5	5	1	1
1007	5	1	42	6	30	0	29	1	5	5	1	1
