,Participant,RA,RB,DA,DB,R,paradigm,reward_mag,id,condition,trial
2,1024,24,30,0,101,1,deferred,low,38,0,1902
3,1024,21,30,0,101,0,deferred,low,38,0,1903
4,1024,18,30,0,101,1,deferred,low,38,0,1904
5,1024,15,30,0,101,1,deferred,low,38,0,1905
6,1024,12,30,0,101,1,deferred,low,38,0,1906
7,1024,9,30,0,101,1,deferred,low,38,0,1907
8,1024,6,30,0,101,1,deferred,low,38,0,1908
9,1024,3,30,0,101,1,deferred,low,38,0,1909
10,1024,30,30,0,7,1,deferred,low,38,0,1910
11,1024,27,30,0,7,1,deferred,low,38,0,1911
12,1024,24,30,0,7,1,deferred,low,38,0,1912
13,1024,21,30,0,7,1,deferred,low,38,0,1913
14,1024,18,30,0,7,1,deferred,low,38,0,1914
15,1024,15,30,0,7,1,deferred,low,38,0,1915
16,1024,12,30,0,7,1,deferred,low,38,0,1916
17,1024,9,30,0,7,1,deferred,low,38,0,1917
18,1024,6,30,0,7,1,deferred,low,38,0,1918
19,1024,3,30,0,7,1,deferred,low,38,0,1919
20,1024,30,30,0,56,0,deferred,low,38,0,1920
21,1024,27,30,0,56,0,deferred,low,38,0,1921
22,1024,24,30,0,56,0,deferred,low,38,0,1922
23,1024,21,30,0,56,1,deferred,low,38,0,1923
24,1024,18,30,0,56,1,deferred,low,38,0,1924
25,1024,15,30,0,56,1,deferred,low,38,0,1925
26,1024,12,30,0,56,1,deferred,low,38,0,1926
27,1024,9,30,0,56,1,deferred,low,38,0,1927
28,1024,6,30,0,56,1,deferred,low,38,0,1928
29,1024,3,30,0,56,1,deferred,low,38,0,1929
30,1024,30,30,0,15,0,deferred,low,38,0,1930
31,1024,27,30,0,15,0,deferred,low,38,0,1931
32,1024,24,30,0,15,0,deferred,low,38,0,1932
33,1024,21,30,0,15,1,deferred,low,38,0,1933
34,1024,18,30,0,15,1,deferred,low,38,0,1934
35,1024,15,30,0,15,1,deferred,low,38,0,1935
36,1024,12,30,0,15,1,deferred,low,38,0,1936
37,1024,9,30,0,15,1,deferred,low,38,0,1937
38,1024,6,30,0,15,1,deferred,low,38,0,1938
39,1024,3,30,0,15,1,deferred,low,38,0,1939
40,1024,30,30,0,29,0,deferred,low,38,0,1940
41,1024,27,30,0,29,0,deferred,low,38,0,1941
42,1024,24,30,0,29,0,deferred,low,38,0,1942
43,1024,21,30,0,29,1,deferred,low,38,0,1943
44,1024,18,30,0,29,1,deferred,low,38,0,1944
45,1024,15,30,0,29,1,deferred,low,38,0,1945
46,1024,12,30,0,29,1,deferred,low,38,0,1946
47,1024,9,30,0,29,1,deferred,low,38,0,1947
48,1024,6,30,0,29,1,deferred,low,38,0,1948
49,1024,3,30,0,29,1,deferred,low,38,0,1949
0,1021,30,30,0,29,0,deferred,low,39,0,1950
1,1021,27,30,0,29,0,deferred,low,39,0,1951
2,1021,24,30,0,29,1,deferred,low,39,0,1952
3,1021,21,30,0,29,1,deferred,low,39,0,1953
4,1021,18,30,0,29,1,deferred,low,39,0,1954
5,1021,15,30,0,29,1,deferred,low,39,0,1955
6,1021,12,30,0,29,1,deferred,low,39,0,1956
7,1021,9,30,0,29,1,deferred,low,39,0,1957
8,1021,6,30,0,29,1,deferred,low,39,0,1958
9,1021,3,30,0,29,1,deferred,low,39,0,1959
10,1021,30,30,0,56,0,deferred,low,39,0,1960
11,1021,27,30,0,56,0,deferred,low,39,0,1961
12,1021,24,30,0,56,0,deferred,low,39,0,1962
13,1021,21,30,0,56,1,deferred,low,39,0,1963
14,1021,18,30,0,56,1,deferred,low,39,0,1964
15,1021,15,30,0,56,1,deferred,low,39,0,1965
16,1021,12,30,0,56,1,deferred,low,39,0,1966
17,1021,9,30,0,56,1,deferred,low,39,0,1967
18,1021,6,30,0,56,1,deferred,low,39,0,1968
19,1021,3,30,0,56,1,deferred,low,39,0,1969
20,1021,30,30,0,15,0,deferred,low,39,0,1970
21,1021,27,30,0,15,1,deferred,low,39,0,1971
22,1021,24,30,0,15,1,deferred,low,39,0,1972
23,1021,21,30,0,15,1,deferred,low,39,0,1973
24,1021,18,30,0,15,1,deferred,low,39,0,1974
25,1021,15,30,0,15,1,deferred,low,39,0,1975
26,1021,12,30,0,15,1,deferred,low,39,0,1976
27,1021,9,30,0,15,1,deferred,low,39,0,1977
28,1021,6,30,0,15,1,deferred,low,39,0,1978
29,1021,3,30,0,15,1,deferred,low,39,0,1979
30,1021,30,30,0,101,0,deferred,low,39,0,1980
31,1021,27,30,0,101,0,deferred,low,39,0,1981
32,1021,24,30,0,101,0,deferred,low,39,0,1982
33,1021,21,30,0,101,0,deferred,low,39,0,1983
34,1021,18,30,0,101,0,deferred,low,39,0,1984
35,1021,15,30,0,101,1,deferred,low,39,0,1985
36,1021,12,30,0,101,1,deferred,low,39,0,1986
37,1021,9,30,0,101,1,deferred,low,39,0,1987
38,1021,6,30,0,101,1,deferred,low,39,0,1988
39,1021,3,30,0,101,1,deferred,low,39,0,1989
40,1021,30,30,0,7,0,deferred,low,39,0,1990
41,1021,27,30,0,7,1,deferred,low,39,0,1991
42,1021,24,30,0,7,1,deferred,low,39,0,1992
43,1021,21,30,0,7,1,deferred,low,39,0,1993
44,1021,18,30,0,7,1,deferred,low,39,0,1994
45,1021,15,30,0,7,1,deferred,low,39,0,1995
46,1021,12,30,0,7,1,deferred,low,39,0,1996
47,1021,9,30,0,7,1,deferred,low,39,0,1997
48,1021,6,30,0,7,1,deferred,low,39,0,1998
49,1021,3,30,0,7,1,deferred,low,39,0,1999
0,1020,30,30,0,15,1,deferred,low,40,0,2000
1,1020,27,30,0,15,0,deferred,low,40,0,2001
2,1020,24,30,0,15,1,deferred,low,40,0,2002
3,1020,21,30,0,15,1,deferred,low,40,0,2003
4,1020,18,30,0,15,1,deferred,low,40,0,2004
5,1020,15,30,0,15,1,deferred,low,40,0,2005
6,1020,12,30,0,15,1,deferred,low,40,0,2006
7,1020,9,30,0,15,1,deferred,low,40,0,2007
8,1020,6,30,0,15,1,deferred,low,40,0,2008
9,1020,3,30,0,15,1,deferred,low,40,0,2009
10,1020,30,30,0,29,0,deferred,low,40,0,2010
11,1020,27,30,0,29,0,deferred,low,40,0,2011
12,1020,24,30,0,29,1,deferred,low,40,0,2012
13,1020,21,30,0,29,1,deferred,low,40,0,2013
14,1020,18,30,0,29,1,deferred,low,40,0,2014
15,1020,15,30,0,29,1,deferred,low,40,0,2015
16,1020,12,30,0,29,1,deferred,low,40,0,2016
17,1020,9,30,0,29,1,deferred,low,40,0,2017
18,1020,6,30,0,29,1,deferred,low,40,0,2018
19,1020,3,30,0,29,1,deferred,low,40,0,2019
20,1020,30,30,0,7,0,deferred,low,40,0,2020
21,1020,27,30,0,7,1,deferred,low,40,0,2021
22,1020,24,30,0,7,1,deferred,low,40,0,2022
23,1020,21,30,0,7,1,deferred,low,40,0,2023
24,1020,18,30,0,7,1,deferred,low,40,0,2024
25,1020,15,30,0,7,1,deferred,low,40,0,2025
26,1020,12,30,0,7,1,deferred,low,40,0,2026
27,1020,9,30,0,7,1,deferred,low,40,0,2027
28,1020,6,30,0,7,1,deferred,low,40,0,2028
29,1020,3,30,0,7,1,deferred,low,40,0,2029
30,1020,30,30,0,56,0,deferred,low,40,0,2030
31,1020,27,30,0,56,0,deferred,low,40,0,2031
32,1020,24,30,0,56,0,deferred,low,40,0,2032
33,1020,21,30,0,56,0,deferred,low,40,0,2033
34,1020,18,30,0,56,0,deferred,low,40,0,2034
35,1020,15,30,0,56,1,deferred,low,40,0,2035
36,1020,12,30,0,56,1,deferred,low,40,0,2036
37,1020,9,30,0,56,1,deferred,low,40,0,2037
38,1020,6,30,0,56,1,deferred,low,40,0,2038
39,1020,3,30,0,56,1,deferred,low,40,0,2039
40,1020,30,30,0,101,0,deferred,low,40,0,2040
41,1020,27,30,0,101,0,deferred,low,40,0,2041
42,1020,24,30,0,101,0,deferred,low,40,0,2042
43,1020,21,30,0,101,0,deferred,low,40,0,2043
44,1020,18,30,0,101,1,deferred,low,40,0,2044
45,1020,15,30,0,101,1,deferred,low,40,0,2045
46,1020,12,30,0,101,1,deferred,low,40,0,2046
47,1020,9,30,0,101,1,deferred,low,40,0,2047
48,1020,6,30,0,101,1,deferred,low,40,0,2048
49,1020,3,30,0,101,1,deferred,low,40,0,2049
0,1008,30,30,0,56,0,deferred,low,41,0,2050
1,1008,27,30,0,56,0,deferred,low,41,0,2051
2,1008,24,30,0,56,0,deferred,low,41,0,2052
3,1008,21,30,0,56,1,deferred,low,41,0,2053
4,1008,18,30,0,56,1,deferred,low,41,0,2054
5,1008,15,30,0,56,0,deferred,low,41,0,2055
6,1008,12,30,0,56,1,deferred,low,41,0,2056
7,1008,9,30,0,56,0,deferred,low,41,0,2057
8,1008,6,30,0,56,1,deferred,low,41,0,2058
9,1008,3,30,0,56,1,deferred,low,41,0,2059
10,1008,30,30,0,29,0,deferred,low,41,0,2060
11,1008,27,30,0,29,0,deferred,low,41,0,2061
12,1008,24,30,0,29,0,deferred,low,41,0,2062
13,1008,21,30,0,29,1,deferred,low,41,0,2063
14,1008,18,30,0,29,0,deferred,low,41,0,2064
15,1008,15,30,0,29,1,deferred,low,41,0,2065
16,1008,12,30,0,29,0,deferred,low,41,0,2066
17,1008,9,30,0,29,1,deferred,low,41,0,2067
18,1008,6,30,0,29,1,deferred,low,41,0,2068
19,1008,3,30,0,29,1,deferred,low,41,0,2069
20,1008,30,30,0,101,0,deferred,low,41,0,2070
21,1008,27,30,0,101,0,deferred,low,41,0,2071
22,1008,24,30,0,101,0,deferred,low,41,0,2072
23,1008,21,30,0,101,0,deferred,low,41,0,2073
24,1008,18,30,0,101,0,deferred,low,41,0,2074
25,1008,15,30,0,101,0,deferred,low,41,0,2075
26,1008,12,30,0,101,0,deferred,low,41,0,2076
27,1008,9,30,0,101,1,deferred,low,41,0,2077
28,1008,6,30,0,101,1,deferred,low,41,0,2078
29,1008,3,30,0,101,1,deferred,low,41,0,2079
30,1008,30,30,0,15,0,deferred,low,41,0,2080
31,1008,27,30,0,15,0,deferred,low,41,0,2081
32,1008,24,30,0,15,0,deferred,low,41,0,2082
33,1008,21,30,0,15,0,deferred,low,41,0,2083
34,1008,18,30,0,15,0,deferred,low,41,0,2084
35,1008,15,30,0,15,1,deferred,low,41,0,2085
36,1008,12,30,0,15,1,deferred,low,41,0,2086
37,1008,9,30,0,15,1,deferred,low,41,0,2087
38,1008,6,30,0,15,1,deferred,low,41,0,2088
39,1008,3,30,0,15,1,deferred,low,41,0,2089
40,1008,30,30,0,7,0,deferred,low,41,0,2090
41,1008,27,30,0,7,0,deferred,low,41,0,2091
42,1008,24,30,0,7,0,deferred,low,41,0,2092
43,1008,21,30,0,7,1,deferred,low,41,0,2093
44,1008,18,30,0,7,1,deferred,low,41,0,2094
45,1008,15,30,0,7,1,deferred,low,41,0,2095
46,1008,12,30,0,7,1,deferred,low,41,0,2096
47,1008,9,30,0,7,1,deferred,low,41,0,2097
48,1008,6,30,0,7,1,deferred,low,41,0,2098
49,1008,3,30,0,7,1,deferred,low,41,0,2099
0,1022,3,30,0,56,0,deferred,low,42,0,2100
1,1022,6,30,0,56,0,deferred,low,42,0,2101
2,1022,9,30,0,56,0,deferred,low,42,0,2102
3,1022,12,30,0,56,0,deferred,low,42,0,2103
4,1022,15,30,0,56,0,deferred,low,42,0,2104
5,1022,18,30,0,56,0,deferred,low,42,0,2105
6,1022,21,30,0,56,0,deferred,low,42,0,2106
7,1022,24,30,0,56,0,deferred,low,42,0,2107
8,1022,27,30,0,56,0,deferred,low,42,0,2108
9,1022,30,30,0,56,0,deferred,low,42,0,2109
10,1022,3,30,0,101,1,deferred,low,42,0,2110
11,1022,6,30,0,101,1,deferred,low,42,0,2111
12,1022,9,30,0,101,1,deferred,low,42,0,2112
13,1022,12,30,0,101,1,deferred,low,42,0,2113
14,1022,15,30,0,101,0,deferred,low,42,0,2114
15,1022,18,30,0,101,0,deferred,low,42,0,2115
16,1022,21,30,0,101,0,deferred,low,42,0,2116
17,1022,24,30,0,101,0,deferred,low,42,0,2117
18,1022,27,30,0,101,0,deferred,low,42,0,2118
19,1022,30,30,0,101,0,deferred,low,42,0,2119
20,1022,3,30,0,29,1,deferred,low,42,0,2120
21,1022,6,30,0,29,1,deferred,low,42,0,2121
22,1022,9,30,0,29,1,deferred,low,42,0,2122
23,1022,12,30,0,29,0,deferred,low,42,0,2123
24,1022,15,30,0,29,0,deferred,low,42,0,2124
25,1022,18,30,0,29,0,deferred,low,42,0,2125
26,1022,21,30,0,29,0,deferred,low,42,0,2126
27,1022,24,30,0,29,0,deferred,low,42,0,2127
28,1022,27,30,0,29,0,deferred,low,42,0,2128
29,1022,30,30,0,29,0,deferred,low,42,0,2129
30,1022,3,30,0,7,0,deferred,low,42,0,2130
31,1022,6,30,0,7,1,deferred,low,42,0,2131
32,1022,9,30,0,7,0,deferred,low,42,0,2132
33,1022,12,30,0,7,0,deferred,low,42,0,2133
34,1022,15,30,0,7,0,deferred,low,42,0,2134
35,1022,18,30,0,7,0,deferred,low,42,0,2135
36,1022,21,30,0,7,0,deferred,low,42,0,2136
37,1022,24,30,0,7,0,deferred,low,42,0,2137
38,1022,27,30,0,7,0,deferred,low,42,0,2138
39,1022,30,30,0,7,0,deferred,low,42,0,2139
40,1022,3,30,0,15,0,deferred,low,42,0,2140
41,1022,6,30,0,15,0,deferred,low,42,0,2141
42,1022,9,30,0,15,0,deferred,low,42,0,2142
43,1022,12,30,0,15,0,deferred,low,42,0,2143
44,1022,15,30,0,15,0,deferred,low,42,0,2144
45,1022,18,30,0,15,0,deferred,low,42,0,2145
46,1022,21,30,0,15,0,deferred,low,42,0,2146
47,1022,24,30,0,15,0,deferred,low,42,0,2147
48,1022,27,30,0,15,0,deferred,low,42,0,2148
49,1022,30,30,0,15,0,deferred,low,42,0,2149
0,2080,30,30,0,7,0,online,low,43,1,2150
1,2080,27,30,0,7,0,online,low,43,1,2151
2,2080,24,30,0,7,0,online,low,43,1,2152
3,2080,21,30,0,7,0,online,low,43,1,2153
4,2080,18,30,0,7,1,online,low,43,1,2154
5,2080,15,30,0,7,1,online,low,43,1,2155
6,2080,12,30,0,7,1,online,low,43,1,2156
7,2080,9,30,0,7,1,online,low,43,1,2157
8,2080,6,30,0,7,1,online,low,43,1,2158
9,2080,3,30,0,7,1,online,low,43,1,2159
10,2080,30,30,0,101,0,online,low,43,1,2160
11,2080,27,30,0,101,0,online,low,43,1,2161
12,2080,24,30,0,101,0,online,low,43,1,2162
13,2080,21,30,0,101,0,online,low,43,1,2163
14,2080,18,30,0,101,0,online,low,43,1,2164
15,2080,15,30,0,101,0,online,low,43,1,2165
16,2080,12,30,0,101,0,online,low,43,1,2166
17,2080,9,30,0,101,1,online,low,43,1,2167
18,2080,6,30,0,101,1,online,low,43,1,2168
19,2080,3,30,0,101,1,online,low,43,1,2169
20,2080,30,30,0,15,0,online,low,43,1,2170
21,2080,27,30,0,15,0,online,low,43,1,2171
22,2080,24,30,0,15,0,online,low,43,1,2172
23,2080,21,30,0,15,0,online,low,43,1,2173
24,2080,18,30,0,15,1,online,low,43,1,2174
25,2080,15,30,0,15,1,online,low,43,1,2175
26,2080,12,30,0,15,1,online,low,43,1,2176
27,2080,9,30,0,15,1,online,low,43,1,2177
28,2080,6,30,0,15,1,online,low,43,1,2178
29,2080,3,30,0,15,1,online,low,43,1,2179
30,2080,30,30,0,56,0,online,low,43,1,2180
31,2080,27,30,0,56,0,online,low,43,1,2181
32,2080,24,30,0,56,0,online,low,43,1,2182
33,2080,21,30,0,56,0,online,low,43,1,2183
34,2080,18,30,0,56,0,online,low,43,1,2184
35,2080,15,30,0,56,0,online,low,43,1,2185
36,2080,12,30,0,56,1,online,low,43,1,2186
37,2080,9,30,0,56,1,online,low,43,1,2187
38,2080,6,30,0,56,1,online,low,43,1,2188
39,2080,3,30,0,56,0,online,low,43,1,2189
40,2080,30,30,0,29,0,online,low,43,1,2190
41,2080,27,30,0,29,0,online,low,43,1,2191
42,2080,24,30,0,29,0,online,low,43,1,2192
43,2080,21,30,0,29,0,online,low,43,1,2193
44,2080,18,30,0,29,0,online,low,43,1,2194
45,2080,15,30,0,29,0,online,low,43,1,2195
46,2080,12,30,0,29,0,online,low,43,1,2196
47,2080,9,30,0,29,1,online,low,43,1,2197
48,2080,6,30,0,29,0,online,low,43,1,2198
49,2080,3,30,0,29,0,online,low,43,1,2199
0,2042,30,30,0,15,0,online,low,44,1,2200
1,2042,27,30,0,15,0,online,low,44,1,2201
2,2042,24,30,0,15,1,online,low,44,1,2202
3,2042,21,30,0,15,1,online,low,44,1,2203
4,2042,18,30,0,15,1,online,low,44,1,2204
5,2042,15,30,0,15,1,online,low,44,1,2205
6,2042,12,30,0,15,1,online,low,44,1,2206
7,2042,9,30,0,15,1,online,low,44,1,2207
8,2042,6,30,0,15,1,online,low,44,1,2208
9,2042,3,30,0,15,1,online,low,44,1,2209
10,2042,30,30,0,29,0,online,low,44,1,2210
11,2042,27,30,0,29,0,online,low,44,1,2211
12,2042,24,30,0,29,0,online,low,44,1,2212
13,2042,21,30,0,29,1,online,low,44,1,2213
14,2042,18,30,0,29,1,online,low,44,1,2214
15,2042,15,30,0,29,1,online,low,44,1,2215
16,2042,12,30,0,29,1,online,low,44,1,2216
17,2042,9,30,0,29,1,online,low,44,1,2217
18,2042,6,30,0,29,1,online,low,44,1,2218
19,2042,3,30,0,29,1,online,low,44,1,2219
20,2042,30,30,0,7,0,online,low,44,1,2220
21,2042,27,30,0,7,0,online,low,44,1,2221
22,2042,24,30,0,7,1,online,low,44,1,2222
23,2042,21,30,0,7,1,online,low,44,1,2223
24,2042,18,30,0,7,1,online,low,44,1,2224
25,2042,15,30,0,7,1,online,low,44,1,2225
26,2042,12,30,0,7,1,online,low,44,1,2226
27,2042,9,30,0,7,1,online,low,44,1,2227
28,2042,6,30,0,7,1,online,low,44,1,2228
29,2042,3,30,0,7,1,online,low,44,1,2229
30,2042,30,30,0,56,0,online,low,44,1,2230
31,2042,27,30,0,56,0,online,low,44,1,2231
32,2042,24,30,0,56,0,online,low,44,1,2232
33,2042,21,30,0,56,1,online,low,44,1,2233
34,2042,18,30,0,56,1,online,low,44,1,2234
35,2042,15,30,0,56,1,online,low,44,1,2235
36,2042,12,30,0,56,1,online,low,44,1,2236
37,2042,9,30,0,56,1,online,low,44,1,2237
38,2042,6,30,0,56,1,online,low,44,1,2238
39,2042,3,30,0,56,1,online,low,44,1,2239
40,2042,30,30,0,101,0,online,low,44,1,2240
41,2042,27,30,0,101,0,online,low,44,1,2241
42,2042,24,30,0,101,0,online,low,44,1,2242
43,2042,21,30,0,101,0,online,low,44,1,2243
44,2042,18,30,0,101,1,online,low,44,1,2244
45,2042,15,30,0,101,0,online,low,44,1,2245
46,2042,12,30,0,101,0,online,low,44,1,2246
47,2042,9,30,0,101,1,online,low,44,1,2247
48,2042,6,30,0,101,1,online,low,44,1,2248
49,2042,3,30,0,101,1,online,low,44,1,2249
0,2081,30,30,0,15,0,online,low,45,1,2250
1,2081,27,30,0,15,0,online,low,45,1,2251
2,2081,24,30,0,15,1,online,low,45,1,2252
3,2081,21,30,0,15,1,online,low,45,1,2253
4,2081,18,30,0,15,1,online,low,45,1,2254
5,2081,15,30,0,15,1,online,low,45,1,2255
6,2081,12,30,0,15,1,online,low,45,1,2256
7,2081,9,30,0,15,1,online,low,45,1,2257
8,2081,6,30,0,15,0,online,low,45,1,2258
9,2081,3,30,0,15,0,online,low,45,1,2259
10,2081,30,30,0,7,0,online,low,45,1,2260
11,2081,27,30,0,7,0,online,low,45,1,2261
12,2081,24,30,0,7,0,online,low,45,1,2262
13,2081,21,30,0,7,0,online,low,45,1,2263
14,2081,18,30,0,7,1,online,low,45,1,2264
15,2081,15,30,0,7,1,online,low,45,1,2265
16,2081,12,30,0,7,1,online,low,45,1,2266
17,2081,9,30,0,7,1,online,low,45,1,2267
18,2081,6,30,0,7,1,online,low,45,1,2268
19,2081,3,30,0,7,1,online,low,45,1,2269
20,2081,30,30,0,29,0,online,low,45,1,2270
21,2081,27,30,0,29,0,online,low,45,1,2271
22,2081,24,30,0,29,0,online,low,45,1,2272
23,2081,21,30,0,29,0,online,low,45,1,2273
24,2081,18,30,0,29,0,online,low,45,1,2274
25,2081,15,30,0,29,0,online,low,45,1,2275
26,2081,12,30,0,29,0,online,low,45,1,2276
27,2081,9,30,0,29,1,online,low,45,1,2277
28,2081,6,30,0,29,1,online,low,45,1,2278
29,2081,3,30,0,29,1,online,low,45,1,2279
30,2081,30,30,0,101,0,online,low,45,1,2280
31,2081,27,30,0,101,0,online,low,45,1,2281
32,2081,24,30,0,101,0,online,low,45,1,2282
33,2081,21,30,0,101,0,online,low,45,1,2283
34,2081,18,30,0,101,0,online,low,45,1,2284
35,2081,15,30,0,101,0,online,low,45,1,2285
36,2081,12,30,0,101,0,online,low,45,1,2286
37,2081,9,30,0,101,1,online,low,45,1,2287
38,2081,6,30,0,101,0,online,low,45,1,2288
39,2081,3,30,0,101,0,online,low,45,1,2289
40,2081,30,30,0,56,0,online,low,45,1,2290
41,2081,27,30,0,56,0,online,low,45,1,2291
42,2081,24,30,0,56,0,online,low,45,1,2292
43,2081,21,30,0,56,0,online,low,45,1,2293
44,2081,18,30,0,56,0,online,low,45,1,2294
45,2081,15,30,0,56,0,online,low,45,1,2295
46,2081,12,30,0,56,0,online,low,45,1,2296
47,2081,9,30,0,56,1,online,low,45,1,2297
48,2081,6,30,0,56,1,online,low,45,1,2298
49,2081,3,30,0,56,1,online,low,45,1,2299
0,2068,30,30,0,56,0,online,low,46,1,2300
1,2068,27,30,0,56,0,online,low,46,1,2301
2,2068,24,30,0,56,0,online,low,46,1,2302
3,2068,21,30,0,56,0,online,low,46,1,2303
4,2068,18,30,0,56,0,online,low,46,1,2304
5,2068,15,30,0,56,0,online,low,46,1,2305
6,2068,12,30,0,56,0,online,low,46,1,2306
7,2068,9,30,0,56,0,online,low,46,1,2307
8,2068,6,30,0,56,0,online,low,46,1,2308
9,2068,3,30,0,56,1,online,low,46,1,2309
10,2068,30,30,0,29,0,online,low,46,1,2310
11,2068,27,30,0,29,0,online,low,46,1,2311
12,2068,24,30,0,29,0,online,low,46,1,2312
13,2068,21,30,0,29,0,online,low,46,1,2313
14,2068,18,30,0,29,0,online,low,46,1,2314
15,2068,15,30,0,29,0,online,low,46,1,2315
16,2068,12,30,0,29,0,online,low,46,1,2316
17,2068,9,30,0,29,0,online,low,46,1,2317
18,2068,6,30,0,29,0,online,low,46,1,2318
19,2068,3,30,0,29,0,online,low,46,1,2319
20,2068,30,30,0,101,0,online,low,46,1,2320
21,2068,27,30,0,101,0,online,low,46,1,2321
22,2068,24,30,0,101,0,online,low,46,1,2322
23,2068,21,30,0,101,0,online,low,46,1,2323
24,2068,18,30,0,101,0,online,low,46,1,2324
25,2068,15,30,0,101,0,online,low,46,1,2325
26,2068,12,30,0,101,0,online,low,46,1,2326
27,2068,9,30,0,101,0,online,low,46,1,2327
28,2068,6,30,0,101,0,online,low,46,1,2328
29,2068,3,30,0,101,0,online,low,46,1,2329
30,2068,30,30,0,15,0,online,low,46,1,2330
31,2068,27,30,0,15,0,online,low,46,1,2331
32,2068,24,30,0,15,0,online,low,46,1,2332
33,2068,21,30,0,15,0,online,low,46,1,2333
34,2068,18,30,0,15,0,online,low,46,1,2334
35,2068,15,30,0,15,0,online,low,46,1,2335
36,2068,12,30,0,15,1,online,low,46,1,2336
37,2068,9,30,0,15,1,online,low,46,1,2337
38,2068,6,30,0,15,0,online,low,46,1,2338
39,2068,3,30,0,15,1,online,low,46,1,2339
40,2068,30,30,0,7,0,online,low,46,1,2340
41,2068,27,30,0,7,0,online,low,46,1,2341
42,2068,24,30,0,7,0,online,low,46,1,2342
43,2068,21,30,0,7,1,online,low,46,1,2343
44,2068,18,30,0,7,1,online,low,46,1,2344
45,2068,15,30,0,7,1,online,low,46,1,2345
46,2068,12,30,0,7,1,online,low,46,1,2346
47,2068,9,30,0,7,0,online,low,46,1,2347
48,2068,6,30,0,7,1,online,low,46,1,2348
49,2068,3,30,0,7,1,online,low,46,1,2349
0,2069,30,30,0,56,0,online,low,47,1,2350
1,2069,27,30,0,56,0,online,low,47,1,2351
2,2069,24,30,0,56,0,online,low,47,1,2352
3,2069,21,30,0,56,0,online,low,47,1,2353
4,2069,18,30,0,56,1,online,low,47,1,2354
5,2069,15,30,0,56,0,online,low,47,1,2355
6,2069,12,30,0,56,1,online,low,47,1,2356
7,2069,9,30,0,56,0,online,low,47,1,2357
8,2069,6,30,0,56,0,online,low,47,1,2358
9,2069,3,30,0,56,0,online,low,47,1,2359
10,2069,30,30,0,29,0,online,low,47,1,2360
11,2069,27,30,0,29,0,online,low,47,1,2361
12,2069,24,30,0,29,0,online,low,47,1,2362
13,2069,21,30,0,29,0,online,low,47,1,2363
14,2069,18,30,0,29,0,online,low,47,1,2364
15,2069,15,30,0,29,0,online,low,47,1,2365
16,2069,12,30,0,29,1,online,low,47,1,2366
17,2069,9,30,0,29,1,online,low,47,1,2367
18,2069,6,30,0,29,1,online,low,47,1,2368
19,2069,3,30,0,29,1,online,low,47,1,2369
20,2069,30,30,0,101,0,online,low,47,1,2370
21,2069,27,30,0,101,0,online,low,47,1,2371
22,2069,24,30,0,101,0,online,low,47,1,2372
23,2069,21,30,0,101,1,online,low,47,1,2373
24,2069,18,30,0,101,1,online,low,47,1,2374
25,2069,15,30,0,101,1,online,low,47,1,2375
26,2069,12,30,0,101,1,online,low,47,1,2376
27,2069,9,30,0,101,1,online,low,47,1,2377
28,2069,6,30,0,101,1,online,low,47,1,2378
29,2069,3,30,0,101,0,online,low,47,1,2379
30,2069,30,30,0,15,0,online,low,47,1,2380
31,2069,27,30,0,15,0,online,low,47,1,2381
32,2069,24,30,0,15,0,online,low,47,1,2382
33,2069,21,30,0,15,0,online,low,47,1,2383
34,2069,18,30,0,15,1,online,low,47,1,2384
35,2069,15,30,0,15,1,online,low,47,1,2385
36,2069,12,30,0,15,1,online,low,47,1,2386
37,2069,9,30,0,15,1,online,low,47,1,2387
38,2069,6,30,0,15,1,online,low,47,1,2388
39,2069,3,30,0,15,1,online,low,47,1,2389
40,2069,30,30,0,7,0,online,low,47,1,2390
41,2069,27,30,0,7,0,online,low,47,1,2391
42,2069,24,30,0,7,0,online,low,47,1,2392
43,2069,21,30,0,7,0,online,low,47,1,2393
44,2069,18,30,0,7,1,online,low,47,1,2394
45,2069,15,30,0,7,1,online,low,47,1,2395
46,2069,12,30,0,7,1,online,low,47,1,2396
47,2069,9,30,0,7,1,online,low,47,1,2397
48,2069,6,30,0,7,1,online,low,47,1,2398
49,2069,3,30,0,7,1,online,low,47,1,2399
0,2082,3,30,0,29,1,online,low,48,1,2400
1,2082,6,30,0,29,0,online,low,48,1,2401
2,2082,9,30,0,29,0,online,low,48,1,2402
3,2082,12,30,0,29,0,online,low,48,1,2403
4,2082,15,30,0,29,1,online,low,48,1,2404
5,2082,18,30,0,29,1,online,low,48,1,2405
6,2082,21,30,0,29,0,online,low,48,1,2406
7,2082,24,30,0,29,0,online,low,48,1,2407
8,2082,27,30,0,29,0,online,low,48,1,2408
9,2082,30,30,0,29,0,online,low,48,1,2409
10,2082,3,30,0,15,1,online,low,48,1,2410
11,2082,6,30,0,15,1,online,low,48,1,2411
12,2082,9,30,0,15,1,online,low,48,1,2412
13,2082,12,30,0,15,1,online,low,48,1,2413
14,2082,15,30,0,15,0,online,low,48,1,2414
15,2082,18,30,0,15,0,online,low,48,1,2415
16,2082,21,30,0,15,0,online,low,48,1,2416
17,2082,24,30,0,15,0,online,low,48,1,2417
18,2082,27,30,0,15,0,online,low,48,1,2418
