Participant,block_order,trial,A,B,DA,DB,R,index
4025,1,1,-3,-30,0,7,0,1
4025,1,2,-6,-30,0,7,0,1
4025,1,3,-9,-30,0,7,0,1
4025,1,4,-12,-30,0,7,0,1
4025,1,5,-15,-30,0,7,0,1
4025,1,6,-18,-30,0,7,0,1
4025,1,7,-21,-30,0,7,0,1
4025,1,8,-24,-30,0,7,1,1
4025,1,9,-27,-30,0,7,1,1
4025,1,10,-30,-30,0,7,0,1
4025,1,11,-3,-30,0,15,0,2
4025,1,12,-6,-30,0,15,0,2
4025,1,13,-9,-30,0,15,0,2
4025,1,14,-12,-30,0,15,0,2
4025,1,15,-15,-30,0,15,0,2
4025,1,16,-18,-30,0,15,0,2
4025,1,17,-21,-30,0,15,1,2
4025,1,18,-24,-30,0,15,1,2
4025,1,19,-27,-30,0,15,1,2
4025,1,20,-30,-30,0,15,1,2
4025,1,21,-3,-30,0,101,0,3
4025,1,22,-6,-30,0,101,0,3
4025,1,23,-9,-30,0,101,0,3
4025,1,24,-12,-30,0,101,0,3
4025,1,25,-15,-30,0,101,1,3
4025,1,26,-18,-30,0,101,1,3
4025,1,27,-21,-30,0,101,1,3
4025,1,28,-24,-30,0,101,1,3
4025,1,29,-27,-30,0,101,1,3
4025,1,30,-30,-30,0,101,1,3
4025,1,31,-3,-30,0,29,0,4
4025,1,32,-6,-30,0,29,0,4
4025,1,33,-9,-30,0,29,0,4
4025,1,34,-12,-30,0,29,0,4
4025,1,35,-15,-30,0,29,0,4
4025,1,36,-18,-30,0,29,0,4
4025,1,37,-21,-30,0,29,0,4
4025,1,38,-24,-30,0,29,0,4
4025,1,39,-27,-30,0,29,0,4
4025,1,40,-30,-30,0,29,0,4
4025,1,41,-3,-30,0,56,0,5
4025,1,42,-6,-30,0,56,0,5
4025,1,43,-9,-30,0,56,0,5
4025,1,44,-12,-30,0,56,0,5
4025,1,45,-15,-30,0,56,0,5
4025,1,46,-18,-30,0,56,0,5
4025,1,47,-21,-30,0,56,1,5
4025,1,48,-24,-30,0,56,1,5
4025,1,49,-27,-30,0,56,1,5
4025,1,50,-30,-30,0,56,1,5
