Participant	block_order	trial	A	B	DA	DB	R	index	ID	PA	PB
3010	6	26	18	30	0	101	0	3	6	1	1
3010	6	27	21	30	0	101	0	3	6	1	1
3010	6	28	24	30	0	101	0	3	6	1	1
3010	6	29	27	30	0	101	0	3	6	1	1
3010	6	30	30	30	0	101	0	3	6	1	1
3010	6	31	3	30	0	15	1	4	6	1	1
3010	6	32	6	30	0	15	1	4	6	1	1
3010	6	33	9	30	0	15	1	4	6	1	1
3010	6	34	12	30	0	15	1	4	6	1	1
3010	6	35	15	30	0	15	1	4	6	1	1
3010	6	36	18	30	0	15	0	4	6	1	1
3010	6	37	21	30	0	15	0	4	6	1	1
3010	6	38	24	30	0	15	0	4	6	1	1
3010	6	39	27	30	0	15	0	4	6	1	1
3010	6	40	30	30	0	15	0	4	6	1	1
3010	6	41	3	30	0	7	1	5	6	1	1
3010	6	42	6	30	0	7	1	5	6	1	1
3010	6	43	9	30	0	7	1	5	6	1	1
3010	6	44	12	30	0	7	1	5	6	1	1
3010	6	45	15	30	0	7	1	5	6	1	1
3010	6	46	18	30	0	7	1	5	6	1	1
3010	6	47	21	30	0	7	0	5	6	1	1
3010	6	48	24	30	0	7	0	5	6	1	1
3010	6	49	27	30	0	7	0	5	6	1	1
3010	6	50	30	30	0	7	0	5	6	1	1
3011	7	1	30	30	0	101	0	1	7	1	1
3011	7	2	27	30	0	101	1	1	7	1	1
3011	7	3	24	30	0	101	0	1	7	1	1
3011	7	4	21	30	0	101	1	1	7	1	1
3011	7	5	18	30	0	101	1	1	7	1	1
3011	7	6	15	30	0	101	1	1	7	1	1
3011	7	7	12	30	0	101	1	1	7	1	1
3011	7	8	9	30	0	101	1	1	7	1	1
3011	7	9	6	30	0	101	1	1	7	1	1
3011	7	10	3	30	0	101	1	1	7	1	1
3011	7	11	30	30	0	56	0	2	7	1	1
3011	7	12	27	30	0	56	0	2	7	1	1
3011	7	13	24	30	0	56	1	2	7	1	1
3011	7	14	21	30	0	56	1	2	7	1	1
3011	7	15	18	30	0	56	1	2	7	1	1
3011	7	16	15	30	0	56	1	2	7	1	1
3011	7	17	12	30	0	56	1	2	7	1	1
3011	7	18	9	30	0	56	1	2	7	1	1
3011	7	19	6	30	0	56	1	2	7	1	1
3011	7	20	3	30	0	56	1	2	7	1	1
3011	7	21	30	30	0	7	0	3	7	1	1
3011	7	22	27	30	0	7	0	3	7	1	1
3011	7	23	24	30	0	7	1	3	7	1	1
3011	7	24	21	30	0	7	1	3	7	1	1
3011	7	25	18	30	0	7	1	3	7	1	1
3011	7	26	15	30	0	7	1	3	7	1	1
3011	7	27	12	30	0	7	1	3	7	1	1
3011	7	28	9	30	0	7	1	3	7	1	1
3011	7	29	6	30	0	7	1	3	7	1	1
3011	7	30	3	30	0	7	1	3	7	1	1
3011	7	31	30	30	0	29	0	4	7	1	1
3011	7	32	27	30	0	29	0	4	7	1	1
3011	7	33	24	30	0	29	1	4	7	1	1
3011	7	34	21	30	0	29	1	4	7	1	1
3011	7	35	18	30	0	29	1	4	7	1	1
3011	7	36	15	30	0	29	1	4	7	1	1
3011	7	37	12	30	0	29	1	4	7	1	1
3011	7	38	9	30	0	29	1	4	7	1	1
3011	7	39	6	30	0	29	1	4	7	1	1
3011	7	40	3	30	0	29	1	4	7	1	1
3011	7	41	30	30	0	15	0	5	7	1	1
3011	7	42	27	30	0	15	0	5	7	1	1
3011	7	43	24	30	0	15	1	5	7	1	1
3011	7	44	21	30	0	15	1	5	7	1	1
3011	7	45	18	30	0	15	1	5	7	1	1
3011	7	46	15	30	0	15	1	5	7	1	1
3011	7	47	12	30	0	15	1	5	7	1	1
3011	7	48	9	30	0	15	1	5	7	1	1
3011	7	49	6	30	0	15	1	5	7	1	1
3011	7	50	3	30	0	15	1	5	7	1	1
3014	8	1	3	30	0	7	1	1	8	1	1
3014	8	2	6	30	0	7	1	1	8	1	1
3014	8	3	9	30	0	7	1	1	8	1	1
3014	8	4	12	30	0	7	1	1	8	1	1
3014	8	5	15	30	0	7	1	1	8	1	1
3014	8	6	18	30	0	7	0	1	8	1	1
3014	8	7	21	30	0	7	0	1	8	1	1
3014	8	8	24	30	0	7	1	1	8	1	1
3014	8	9	27	30	0	7	0	1	8	1	1
3014	8	10	30	30	0	7	0	1	8	1	1
3014	8	11	3	30	0	101	1	2	8	1	1
3014	8	12	6	30	0	101	1	2	8	1	1
3014	8	13	9	30	0	101	1	2	8	1	1
3014	8	14	12	30	0	101	0	2	8	1	1
3014	8	15	15	30	0	101	0	2	8	1	1
3014	8	16	18	30	0	101	1	2	8	1	1
3014	8	17	21	30	0	101	1	2	8	1	1
3014	8	18	24	30	0	101	0	2	8	1	1
3014	8	19	27	30	0	101	1	2	8	1	1
3014	8	20	30	30	0	101	0	2	8	1	1
3014	8	21	3	30	0	15	1	3	8	1	1
3014	8	22	6	30	0	15	1	3	8	1	1
3014	8	23	9	30	0	15	1	3	8	1	1
3014	8	24	12	30	0	15	1	3	8	1	1
3014	8	25	15	30	0	15	1	3	8	1	1
3014	8	26	18	30	0	15	1	3	8	1	1
3014	8	27	21	30	0	15	1	3	8	1	1
3014	8	28	24	30	0	15	1	3	8	1	1
3014	8	29	27	30	0	15	1	3	8	1	1
3014	8	30	30	30	0	15	0	3	8	1	1
3014	8	31	3	30	0	56	1	4	8	1	1
3014	8	32	6	30	0	56	1	4	8	1	1
3014	8	33	9	30	0	56	1	4	8	1	1
3014	8	34	12	30	0	56	1	4	8	1	1
3014	8	35	15	30	0	56	1	4	8	1	1
3014	8	36	18	30	0	56	1	4	8	1	1
3014	8	37	21	30	0	56	1	4	8	1	1
3014	8	38	24	30	0	56	0	4	8	1	1
3014	8	39	27	30	0	56	0	4	8	1	1
3014	8	40	30	30	0	56	0	4	8	1	1
3014	8	41	3	30	0	29	1	5	8	1	1
3014	8	42	6	30	0	29	1	5	8	1	1
3014	8	43	9	30	0	29	1	5	8	1	1
3014	8	44	12	30	0	29	1	5	8	1	1
3014	8	45	15	30	0	29	1	5	8	1	1
3014	8	46	18	30	0	29	1	5	8	1	1
3014	8	47	21	30	0	29	1	5	8	1	1
3014	8	48	24	30	0	29	1	5	8	1	1
3014	8	49	27	30	0	29	1	5	8	1	1
3014	8	50	30	30	0	29	0	5	8	1	1
3015	9	1	30	30	0	15	0	1	9	1	1
3015	9	2	27	30	0	15	0	1	9	1	1
3015	9	3	24	30	0	15	1	1	9	1	1
3015	9	4	21	30	0	15	0	1	9	1	1
3015	9	5	18	30	0	15	1	1	9	1	1
3015	9	6	15	30	0	15	1	1	9	1	1
3015	9	7	12	30	0	15	1	1	9	1	1
3015	9	8	9	30	0	15	1	1	9	1	1
3015	9	9	6	30	0	15	1	1	9	1	1
3015	9	10	3	30	0	15	1	1	9	1	1
3015	9	11	30	30	0	7	0	2	9	1	1
3015	9	12	27	30	0	7	0	2	9	1	1
3015	9	13	24	30	0	7	0	2	9	1	1
3015	9	14	21	30	0	7	1	2	9	1	1
3015	9	15	18	30	0	7	1	2	9	1	1
3015	9	16	15	30	0	7	1	2	9	1	1
3015	9	17	12	30	0	7	1	2	9	1	1
3015	9	18	9	30	0	7	1	2	9	1	1
3015	9	19	6	30	0	7	1	2	9	1	1
3015	9	20	3	30	0	7	1	2	9	1	1
3015	9	21	30	30	0	29	0	3	9	1	1
3015	9	22	27	30	0	29	0	3	9	1	1
3015	9	23	24	30	0	29	0	3	9	1	1
3015	9	24	21	30	0	29	0	3	9	1	1
3015	9	25	18	30	0	29	0	3	9	1	1
3015	9	26	15	30	0	29	1	3	9	1	1
3015	9	27	12	30	0	29	0	3	9	1	1
3015	9	28	9	30	0	29	1	3	9	1	1
3015	9	29	6	30	0	29	1	3	9	1	1
3015	9	30	3	30	0	29	1	3	9	1	1
3015	9	31	30	30	0	101	0	4	9	1	1
3015	9	32	27	30	0	101	0	4	9	1	1
3015	9	33	24	30	0	101	0	4	9	1	1
3015	9	34	21	30	0	101	0	4	9	1	1
3015	9	35	18	30	0	101	0	4	9	1	1
3015	9	36	15	30	0	101	0	4	9	1	1
3015	9	37	12	30	0	101	1	4	9	1	1
3015	9	38	9	30	0	101	1	4	9	1	1
3015	9	39	6	30	0	101	1	4	9	1	1
3015	9	40	3	30	0	101	1	4	9	1	1
3015	9	41	30	30	0	56	0	5	9	1	1
3015	9	42	27	30	0	56	0	5	9	1	1
3015	9	43	24	30	0	56	0	5	9	1	1
3015	9	44	21	30	0	56	0	5	9	1	1
3015	9	45	18	30	0	56	1	5	9	1	1
3015	9	46	15	30	0	56	1	5	9	1	1
3015	9	47	12	30	0	56	1	5	9	1	1
3015	9	48	9	30	0	56	1	5	9	1	1
3015	9	49	6	30	0	56	1	5	9	1	1
3015	9	50	3	30	0	56	1	5	9	1	1
3017	10	1	30	30	0	29	1	1	10	1	1
3017	10	2	27	30	0	29	1	1	10	1	1
3017	10	3	24	30	0	29	1	1	10	1	1
3017	10	4	21	30	0	29	1	1	10	1	1
3017	10	5	18	30	0	29	1	1	10	1	1
3017	10	6	15	30	0	29	1	1	10	1	1
3017	10	7	12	30	0	29	1	1	10	1	1
3017	10	8	9	30	0	29	1	1	10	1	1
3017	10	9	6	30	0	29	1	1	10	1	1
3017	10	10	3	30	0	29	1	1	10	1	1
3017	10	11	30	30	0	15	0	2	10	1	1
3017	10	12	27	30	0	15	0	2	10	1	1
3017	10	13	24	30	0	15	1	2	10	1	1
3017	10	14	21	30	0	15	1	2	10	1	1
3017	10	15	18	30	0	15	1	2	10	1	1
3017	10	16	15	30	0	15	1	2	10	1	1
3017	10	17	12	30	0	15	1	2	10	1	1
3017	10	18	9	30	0	15	1	2	10	1	1
3017	10	19	6	30	0	15	1	2	10	1	1
3017	10	20	3	30	0	15	1	2	10	1	1
3017	10	21	30	30	0	56	0	3	10	1	1
3017	10	22	27	30	0	56	0	3	10	1	1
3017	10	23	24	30	0	56	0	3	10	1	1
3017	10	24	21	30	0	56	0	3	10	1	1
3017	10	25	18	30	0	56	1	3	10	1	1
3017	10	26	15	30	0	56	1	3	10	1	1
3017	10	27	12	30	0	56	1	3	10	1	1
3017	10	28	9	30	0	56	1	3	10	1	1
3017	10	29	6	30	0	56	1	3	10	1	1
3017	10	30	3	30	0	56	1	3	10	1	1
3017	10	31	30	30	0	7	0	4	10	1	1
3017	10	32	27	30	0	7	1	4	10	1	1
3017	10	33	24	30	0	7	1	4	10	1	1
3017	10	34	21	30	0	7	1	4	10	1	1
3017	10	35	18	30	0	7	1	4	10	1	1
3017	10	36	15	30	0	7	1	4	10	1	1
3017	10	37	12	30	0	7	1	4	10	1	1
3017	10	38	9	30	0	7	1	4	10	1	1
3017	10	39	6	30	0	7	1	4	10	1	1
3017	10	40	3	30	0	7	1	4	10	1	1
3017	10	41	30	30	0	101	0	5	10	1	1
3017	10	42	27	30	0	101	0	5	10	1	1
3017	10	43	24	30	0	101	0	5	10	1	1
3017	10	44	21	30	0	101	0	5	10	1	1
3017	10	45	18	30	0	101	1	5	10	1	1
3017	10	46	15	30	0	101	1	5	10	1	1
3017	10	47	12	30	0	101	1	5	10	1	1
3017	10	48	9	30	0	101	1	5	10	1	1
3017	10	49	6	30	0	101	1	5	10	1	1
3017	10	50	3	30	0	101	1	5	10	1	1
3018	1	1	30	30	0	7	1	1	11	1	1
3018	1	2	27	30	0	7	1	1	11	1	1
3018	1	3	24	30	0	7	1	1	11	1	1
3018	1	4	21	30	0	7	1	1	11	1	1
3018	1	5	18	30	0	7	1	1	11	1	1
3018	1	6	15	30	0	7	1	1	11	1	1
3018	1	7	12	30	0	7	1	1	11	1	1
3018	1	8	9	30	0	7	1	1	11	1	1
3018	1	9	6	30	0	7	1	1	11	1	1
3018	1	10	3	30	0	7	1	1	11	1	1
3018	1	11	30	30	0	15	0	2	11	1	1
3018	1	12	27	30	0	15	0	2	11	1	1
3018	1	13	24	30	0	15	0	2	11	1	1
3018	1	14	21	30	0	15	1	2	11	1	1
3018	1	15	18	30	0	15	1	2	11	1	1
3018	1	16	15	30	0	15	1	2	11	1	1
3018	1	17	12	30	0	15	1	2	11	1	1
3018	1	18	9	30	0	15	1	2	11	1	1
3018	1	19	6	30	0	15	1	2	11	1	1
3018	1	20	3	30	0	15	1	2	11	1	1
3018	1	21	30	30	0	101	0	3	11	1	1
3018	1	22	27	30	0	101	0	3	11	1	1
3018	1	23	24	30	0	101	0	3	11	1	1
3018	1	24	21	30	0	101	1	3	11	1	1
3018	1	25	18	30	0	101	1	3	11	1	1
3018	1	26	15	30	0	101	1	3	11	1	1
3018	1	27	12	30	0	101	1	3	11	1	1
3018	1	28	9	30	0	101	1	3	11	1	1
3018	1	29	6	30	0	101	1	3	11	1	1
3018	1	30	3	30	0	101	1	3	11	1	1
3018	1	31	30	30	0	29	1	4	11	1	1
3018	1	32	27	30	0	29	0	4	11	1	1
3018	1	33	24	30	0	29	1	4	11	1	1
3018	1	34	21	30	0	29	1	4	11	1	1
3018	1	35	18	30	0	29	1	4	11	1	1
3018	1	36	15	30	0	29	1	4	11	1	1
3018	1	37	12	30	0	29	1	4	11	1	1
3018	1	38	9	30	0	29	1	4	11	1	1
3018	1	39	6	30	0	29	1	4	11	1	1
3018	1	40	3	30	0	29	1	4	11	1	1
3018	1	41	30	30	0	56	0	5	11	1	1
3018	1	42	27	30	0	56	0	5	11	1	1
3018	1	43	24	30	0	56	1	5	11	1	1
3018	1	44	21	30	0	56	1	5	11	1	1
3018	1	45	18	30	0	56	1	5	11	1	1
3018	1	46	15	30	0	56	1	5	11	1	1
3018	1	47	12	30	0	56	1	5	11	1	1
3018	1	48	9	30	0	56	1	5	11	1	1
3018	1	49	6	30	0	56	1	5	11	1	1
3018	1	50	3	30	0	56	1	5	11	1	1
3019	2	1	30	30	0	15	0	1	12	1	1
3019	2	2	27	30	0	15	0	1	12	1	1
3019	2	3	24	30	0	15	1	1	12	1	1
3019	2	4	21	30	0	15	1	1	12	1	1
3019	2	5	18	30	0	15	1	1	12	1	1
3019	2	6	15	30	0	15	1	1	12	1	1
3019	2	7	12	30	0	15	1	1	12	1	1
