Participant,block_order,trial,A,B,DA,DB,R,index
4064,1,1,30,30,0,7,0,1
4064,1,2,27,30,0,7,0,1
4064,1,3,24,30,0,7,0,1
4064,1,4,21,30,0,7,0,1
4064,1,5,18,30,0,7,0,1
4064,1,6,15,30,0,7,1,1
4064,1,7,12,30,0,7,1,1
4064,1,8,9,30,0,7,1,1
4064,1,9,6,30,0,7,1,1
4064,1,10,3,30,0,7,1,1
4064,1,11,30,30,0,15,0,2
4064,1,12,27,30,0,15,0,2
4064,1,13,24,30,0,15,0,2
4064,1,14,21,30,0,15,0,2
4064,1,15,18,30,0,15,0,2
4064,1,16,15,30,0,15,1,2
4064,1,17,12,30,0,15,1,2
4064,1,18,9,30,0,15,1,2
4064,1,19,6,30,0,15,1,2
4064,1,20,3,30,0,15,1,2
4064,1,21,30,30,0,101,0,3
4064,1,22,27,30,0,101,0,3
4064,1,23,24,30,0,101,0,3
4064,1,24,21,30,0,101,0,3
4064,1,25,18,30,0,101,0,3
4064,1,26,15,30,0,101,0,3
4064,1,27,12,30,0,101,0,3
4064,1,28,9,30,0,101,1,3
4064,1,29,6,30,0,101,1,3
4064,1,30,3,30,0,101,0,3
4064,1,31,30,30,0,29,0,4
4064,1,32,27,30,0,29,0,4
4064,1,33,24,30,0,29,0,4
4064,1,34,21,30,0,29,1,4
4064,1,35,18,30,0,29,1,4
4064,1,36,15,30,0,29,1,4
4064,1,37,12,30,0,29,0,4
4064,1,38,9,30,0,29,1,4
4064,1,39,6,30,0,29,0,4
4064,1,40,3,30,0,29,1,4
4064,1,41,30,30,0,56,0,5
4064,1,42,27,30,0,56,0,5
4064,1,43,24,30,0,56,0,5
4064,1,44,21,30,0,56,0,5
4064,1,45,18,30,0,56,0,5
4064,1,46,15,30,0,56,0,5
4064,1,47,12,30,0,56,0,5
4064,1,48,9,30,0,56,0,5
4064,1,49,6,30,0,56,0,5
4064,1,50,3,30,0,56,0,5
