,Experiment 1 deferred,Experiment 1 online,Experiment 2 deferred,Experiment 2 online
0,-0.5716875888152916,-0.1282675319603411,-0.012190447974135328,0.8593089484603215
1,-0.16012548187172956,-0.054168269885609424,-0.06797485364213546,0.5935343132236262
2,-0.28579046393122753,0.18552568825665916,0.05674098574531693,1.4657631094440997
3,-0.7728400586250912,0.7178425998827259,-0.034411974968570964,0.483639335172389
4,-0.09872329504692408,-0.2737826938896001,-0.038289817477379084,0.4821464939573562
5,0.23005028571938266,-0.0008962529585449926,-0.7556867296265909,0.8757175524992181
6,0.053128730006685033,1.4534453494851758,-0.8557731755669798,-0.17372038443267587
7,0.2921660656718724,0.35750695444004804,-0.3865083794669962,0.8131105232899094
8,0.19116127485423556,0.6021771541969686,0.21123629661220325,0.1939350533705236
9,0.016850857831272114,0.12952400050289348,-0.633817647562863,2.105085377788808
10,-0.13879447145550372,0.4559349573787669,0.5409042166273366,1.7058245600147344
11,0.3503671035575001,1.1895874105409108,-0.6348778595306113,0.6241284956373322
12,-0.1852147784507052,0.9356480532404856,-0.5679310838698485,-0.15993751920874846
13,-0.04460713005835554,0.3057381716051099,0.09007523124595904,0.19508316243664625
14,-0.4278807872147679,0.1751552347898682,-0.38611240579785866,0.4145226745954152
15,-0.06047648865008207,0.781246413211617,0.14248825208001967,0.9489417974324259
16,-0.7415151377515156,0.3627556349319056,0.2608241565916811,0.2615064855200553
17,-0.517143100815483,0.6011188355409532,-0.7466465499681916,0.8568370798717864
18,-0.7932097724549704,0.4762396535203969,1.5331836680171391,0.4804043495979835
19,0.14095128833628826,-0.2740365973161513,-0.7713328191310751,1.2378710720729151
20,0.2226718095963788,-0.13288100191737345,0.25554710705214856,-0.21525220133270528
21,0.22375112321983406,0.5833708004117799,0.07019543548098198,-0.12575685703518086
22,-0.3553736482276298,-0.3725620421633224,0.2369892908271102,2.016958791349333
23,-0.9001987195381145,0.3867068683146849,-0.4598249182648418,0.4044994692154487
24,-0.5304798650416422,0.9645933373535416,-0.460650930243691,0.04337333932300794
25,0.5890962124586501,0.6335524586317665,-0.0567921510314993,0.6654221067139415
26,-0.32379226582702425,0.4641511456686968,0.04461587569512662,-0.6892754522279267
27,-0.29828003209687554,0.4090922537898421,0.09367137759812558,0.6946949252943234
28,0.19136657708079452,0.7186097861935671,-0.5519753375121424,0.7127423724327304
29,-0.07168936064717088,0.6338145780192056,-0.4441357412597783,0.5348317688785087
30,-0.3447748390719615,0.1681659830890117,-0.5355482604851218,0.6306687884129507
31,-0.6248248609868988,1.1861193176971512,-0.4238994954058634,0.5511974040971087
32,-0.30258674464200913,0.6157606257562229,0.7009212456642187,0.1782560374335937
33,0.05529631590044605,1.024042087451819,-0.5058859551439564,0.07281070683256036
34,-0.6272981921380265,0.10964204438033992,0.3660752531174961,0.9979863904804532
35,0.34756538309447577,-0.3330008987719301,-1.1291813300455529,1.6745686124384636
36,-0.33924368389650744,0.32003047454123423,0.11230188799451292,1.5807434273336542
37,0.4876206701498453,-0.2984771557427424,-0.7065349367486764,0.3866575099941951
38,-0.3470881901504377,-0.21537474086860836,1.3916920363383265,1.0578480734680922
39,0.18662296755431648,0.03218531858182072,0.28384011649080915,0.13964263907831365
