,logk,logs,logk_est,logk_est_L,logk_est_U,logs_est,logs_est_L,logs_est_U
131,-3.6883052476649505,-0.23093897776695615,-3.740293863416491,-3.954082127070561,-3.5610506338233257,-0.25606291070270415,-0.47874663483666535,-0.05567762154702534
132,-4.3282207792641945,0.4200850132352564,-4.466005411561996,-4.640587387116778,-4.297834908468247,0.2247457133950653,-0.026011700964704117,0.45464679937591324
133,-3.398163290008699,-0.6318857196037198,-3.3580629505579562,-3.5930629270648287,-3.0556067570747745,-0.628815499838447,-1.0250134089826406,-0.34177557090531546
134,-3.0854298798863313,0.2693312425643246,-3.100794083434091,-3.2849329018072746,-2.954656957832967,0.17625652587779436,-0.06103450635686309,0.3888104191801361
135,-3.4275073044103346,0.020323537530074764,-3.4762381830842277,-3.625526523490086,-3.335963181990842,-0.0019689604042907854,-0.17351544869821559,0.18581006878065368
136,-3.792136904176614,-0.250497399957538,-3.801419457417358,-4.01307100435934,-3.560014865939761,-0.337816278815162,-0.5825750332051218,-0.09644177613149474
137,-3.100998791779041,-0.13995015254954457,-3.047017132141933,-3.2118617972708807,-2.8770716861509884,-0.14242231541735154,-0.3273120060392563,0.04553933818301621
138,-3.359324481102413,0.7023959237235996,-3.40358439847676,-3.5053460967301446,-3.3109296797679724,0.6300320348712765,0.47037610317870376,0.7875570297477608
139,-1.6522898216788153,-0.3678767207900914,-1.610676161597673,-2.03796181662175,-1.1195068380494444,-0.4509913729455494,-0.7573822784203661,-0.1644285272297347
140,-2.7188403037183866,0.5459230717583393,-2.604056602965611,-2.724474187720393,-2.4882051634434723,0.5042382016672932,0.3278941260651456,0.6837236503854235
141,-4.0410828453110925,0.7689907095086027,-4.120975089855368,-4.212715917690045,-4.025368808815348,0.781323406036815,0.5644042878133343,1.0132031336025094
142,-3.618935210253927,-0.03681082201660202,-3.681921605839134,-3.8127704688468467,-3.545823985031808,0.02561814410402566,-0.15290717068624696,0.22097336969166814
143,-4.930070770718852,1.0608299156667553,-5.2366631813698925,-5.817033658197536,-4.728553757576592,0.7725432101420666,-0.005094090070202225,1.5670588523337223
144,-1.887809989350857,-0.5416464086087813,-2.2138206960620717,-2.4594276925377265,-1.938298369215539,-0.3271346618824745,-0.5729933187745658,-0.08003659687503047
145,-2.968730936205143,-0.29049923502729497,-2.881137460648538,-3.0762688386447548,-2.6727079346354228,-0.3266090701709825,-0.5720576067963856,-0.12554849316249375
146,-2.901844980320913,0.20580931113488998,-2.898945961069216,-3.0420285329632097,-2.7509338782490684,0.057994089956263026,-0.14170546270014941,0.24842180405896025
