Participant	block_order	trial	A	B	DA	DB	R	index	ID	PA	PB
4016	8	24	-21	-30	0	15	0	3	7	1	1
4016	8	25	-18	-30	0	15	0	3	7	1	1
4016	8	26	-15	-30	0	15	0	3	7	1	1
4016	8	27	-12	-30	0	15	0	3	7	1	1
4016	8	28	-9	-30	0	15	0	3	7	1	1
4016	8	29	-6	-30	0	15	0	3	7	1	1
4016	8	30	-3	-30	0	15	0	3	7	1	1
4016	8	31	-30	-30	0	56	1	4	7	1	1
4016	8	32	-27	-30	0	56	0	4	7	1	1
4016	8	33	-24	-30	0	56	1	4	7	1	1
4016	8	34	-21	-30	0	56	1	4	7	1	1
4016	8	35	-18	-30	0	56	0	4	7	1	1
4016	8	36	-15	-30	0	56	1	4	7	1	1
4016	8	37	-12	-30	0	56	0	4	7	1	1
4016	8	38	-9	-30	0	56	0	4	7	1	1
4016	8	39	-6	-30	0	56	0	4	7	1	1
4016	8	40	-3	-30	0	56	1	4	7	1	1
4016	8	41	-30	-30	0	29	1	5	7	1	1
4016	8	42	-27	-30	0	29	0	5	7	1	1
4016	8	43	-24	-30	0	29	1	5	7	1	1
4016	8	44	-21	-30	0	29	1	5	7	1	1
4016	8	45	-18	-30	0	29	1	5	7	1	1
4016	8	46	-15	-30	0	29	0	5	7	1	1
4016	8	47	-12	-30	0	29	0	5	7	1	1
4016	8	48	-9	-30	0	29	1	5	7	1	1
4016	8	49	-6	-30	0	29	1	5	7	1	1
4016	8	50	-3	-30	0	29	1	5	7	1	1
4018	9	1	-30	-30	0	15	1	1	8	1	1
4018	9	2	-27	-30	0	15	0	1	8	1	1
4018	9	3	-24	-30	0	15	0	1	8	1	1
4018	9	4	-21	-30	0	15	0	1	8	1	1
4018	9	5	-18	-30	0	15	0	1	8	1	1
4018	9	6	-15	-30	0	15	0	1	8	1	1
4018	9	7	-12	-30	0	15	0	1	8	1	1
4018	9	8	-9	-30	0	15	0	1	8	1	1
4018	9	9	-6	-30	0	15	0	1	8	1	1
4018	9	10	-3	-30	0	15	0	1	8	1	1
4018	9	11	-30	-30	0	7	1	2	8	1	1
4018	9	12	-27	-30	0	7	0	2	8	1	1
4018	9	13	-24	-30	0	7	0	2	8	1	1
4018	9	14	-21	-30	0	7	0	2	8	1	1
4018	9	15	-18	-30	0	7	0	2	8	1	1
4018	9	16	-15	-30	0	7	0	2	8	1	1
4018	9	17	-12	-30	0	7	0	2	8	1	1
4018	9	18	-9	-30	0	7	0	2	8	1	1
4018	9	19	-6	-30	0	7	0	2	8	1	1
4018	9	20	-3	-30	0	7	0	2	8	1	1
4018	9	21	-30	-30	0	29	1	3	8	1	1
4018	9	22	-27	-30	0	29	1	3	8	1	1
4018	9	23	-24	-30	0	29	1	3	8	1	1
4018	9	24	-21	-30	0	29	1	3	8	1	1
4018	9	25	-18	-30	0	29	1	3	8	1	1
4018	9	26	-15	-30	0	29	1	3	8	1	1
4018	9	27	-12	-30	0	29	0	3	8	1	1
4018	9	28	-9	-30	0	29	1	3	8	1	1
4018	9	29	-6	-30	0	29	0	3	8	1	1
4018	9	30	-3	-30	0	29	0	3	8	1	1
4018	9	31	-30	-30	0	101	1	4	8	1	1
4018	9	32	-27	-30	0	101	1	4	8	1	1
4018	9	33	-24	-30	0	101	1	4	8	1	1
4018	9	34	-21	-30	0	101	1	4	8	1	1
4018	9	35	-18	-30	0	101	1	4	8	1	1
4018	9	36	-15	-30	0	101	1	4	8	1	1
4018	9	37	-12	-30	0	101	1	4	8	1	1
4018	9	38	-9	-30	0	101	1	4	8	1	1
4018	9	39	-6	-30	0	101	1	4	8	1	1
4018	9	40	-3	-30	0	101	1	4	8	1	1
4018	9	41	-30	-30	0	56	1	5	8	1	1
4018	9	42	-27	-30	0	56	1	5	8	1	1
4018	9	43	-24	-30	0	56	1	5	8	1	1
4018	9	44	-21	-30	0	56	1	5	8	1	1
4018	9	45	-18	-30	0	56	1	5	8	1	1
4018	9	46	-15	-30	0	56	1	5	8	1	1
4018	9	47	-12	-30	0	56	1	5	8	1	1
4018	9	48	-9	-30	0	56	1	5	8	1	1
4018	9	49	-6	-30	0	56	1	5	8	1	1
4018	9	50	-3	-30	0	56	1	5	8	1	1
4019	10	1	-3	-30	0	29	0	1	9	1	1
4019	10	2	-6	-30	0	29	0	1	9	1	1
4019	10	3	-9	-30	0	29	0	1	9	1	1
4019	10	4	-12	-30	0	29	0	1	9	1	1
4019	10	5	-15	-30	0	29	0	1	9	1	1
4019	10	6	-18	-30	0	29	0	1	9	1	1
4019	10	7	-21	-30	0	29	1	1	9	1	1
4019	10	8	-24	-30	0	29	0	1	9	1	1
4019	10	9	-27	-30	0	29	0	1	9	1	1
4019	10	10	-30	-30	0	29	1	1	9	1	1
4019	10	11	-3	-30	0	15	0	2	9	1	1
4019	10	12	-6	-30	0	15	0	2	9	1	1
4019	10	13	-9	-30	0	15	0	2	9	1	1
4019	10	14	-12	-30	0	15	0	2	9	1	1
4019	10	15	-15	-30	0	15	0	2	9	1	1
4019	10	16	-18	-30	0	15	0	2	9	1	1
4019	10	17	-21	-30	0	15	1	2	9	1	1
4019	10	18	-24	-30	0	15	0	2	9	1	1
4019	10	19	-27	-30	0	15	1	2	9	1	1
4019	10	20	-30	-30	0	15	1	2	9	1	1
4019	10	21	-3	-30	0	56	1	3	9	1	1
4019	10	22	-6	-30	0	56	0	3	9	1	1
4019	10	23	-9	-30	0	56	1	3	9	1	1
4019	10	24	-12	-30	0	56	1	3	9	1	1
4019	10	25	-15	-30	0	56	1	3	9	1	1
4019	10	26	-18	-30	0	56	1	3	9	1	1
4019	10	27	-21	-30	0	56	1	3	9	1	1
4019	10	28	-24	-30	0	56	1	3	9	1	1
4019	10	29	-27	-30	0	56	1	3	9	1	1
4019	10	30	-30	-30	0	56	1	3	9	1	1
4019	10	31	-3	-30	0	7	0	4	9	1	1
4019	10	32	-6	-30	0	7	0	4	9	1	1
4019	10	33	-9	-30	0	7	0	4	9	1	1
4019	10	34	-12	-30	0	7	0	4	9	1	1
4019	10	35	-15	-30	0	7	0	4	9	1	1
4019	10	36	-18	-30	0	7	0	4	9	1	1
4019	10	37	-21	-30	0	7	1	4	9	1	1
4019	10	38	-24	-30	0	7	0	4	9	1	1
4019	10	39	-27	-30	0	7	1	4	9	1	1
4019	10	40	-30	-30	0	7	1	4	9	1	1
4019	10	41	-3	-30	0	101	0	5	9	1	1
4019	10	42	-6	-30	0	101	1	5	9	1	1
4019	10	43	-9	-30	0	101	1	5	9	1	1
4019	10	44	-12	-30	0	101	1	5	9	1	1
4019	10	45	-15	-30	0	101	1	5	9	1	1
4019	10	46	-18	-30	0	101	1	5	9	1	1
4019	10	47	-21	-30	0	101	1	5	9	1	1
4019	10	48	-24	-30	0	101	1	5	9	1	1
4019	10	49	-27	-30	0	101	1	5	9	1	1
4019	10	50	-30	-30	0	101	1	5	9	1	1
4025	1	1	-3	-30	0	7	0	1	10	1	1
4025	1	2	-6	-30	0	7	0	1	10	1	1
4025	1	3	-9	-30	0	7	0	1	10	1	1
4025	1	4	-12	-30	0	7	0	1	10	1	1
4025	1	5	-15	-30	0	7	0	1	10	1	1
4025	1	6	-18	-30	0	7	0	1	10	1	1
4025	1	7	-21	-30	0	7	0	1	10	1	1
4025	1	8	-24	-30	0	7	1	1	10	1	1
4025	1	9	-27	-30	0	7	1	1	10	1	1
4025	1	10	-30	-30	0	7	0	1	10	1	1
4025	1	11	-3	-30	0	15	0	2	10	1	1
4025	1	12	-6	-30	0	15	0	2	10	1	1
4025	1	13	-9	-30	0	15	0	2	10	1	1
4025	1	14	-12	-30	0	15	0	2	10	1	1
4025	1	15	-15	-30	0	15	0	2	10	1	1
4025	1	16	-18	-30	0	15	0	2	10	1	1
4025	1	17	-21	-30	0	15	1	2	10	1	1
4025	1	18	-24	-30	0	15	1	2	10	1	1
4025	1	19	-27	-30	0	15	1	2	10	1	1
4025	1	20	-30	-30	0	15	1	2	10	1	1
4025	1	21	-3	-30	0	101	0	3	10	1	1
4025	1	22	-6	-30	0	101	0	3	10	1	1
4025	1	23	-9	-30	0	101	0	3	10	1	1
4025	1	24	-12	-30	0	101	0	3	10	1	1
4025	1	25	-15	-30	0	101	1	3	10	1	1
4025	1	26	-18	-30	0	101	1	3	10	1	1
4025	1	27	-21	-30	0	101	1	3	10	1	1
4025	1	28	-24	-30	0	101	1	3	10	1	1
4025	1	29	-27	-30	0	101	1	3	10	1	1
4025	1	30	-30	-30	0	101	1	3	10	1	1
4025	1	31	-3	-30	0	29	0	4	10	1	1
4025	1	32	-6	-30	0	29	0	4	10	1	1
4025	1	33	-9	-30	0	29	0	4	10	1	1
4025	1	34	-12	-30	0	29	0	4	10	1	1
4025	1	35	-15	-30	0	29	0	4	10	1	1
4025	1	36	-18	-30	0	29	0	4	10	1	1
4025	1	37	-21	-30	0	29	0	4	10	1	1
4025	1	38	-24	-30	0	29	0	4	10	1	1
4025	1	39	-27	-30	0	29	0	4	10	1	1
4025	1	40	-30	-30	0	29	0	4	10	1	1
4025	1	41	-3	-30	0	56	0	5	10	1	1
4025	1	42	-6	-30	0	56	0	5	10	1	1
4025	1	43	-9	-30	0	56	0	5	10	1	1
4025	1	44	-12	-30	0	56	0	5	10	1	1
4025	1	45	-15	-30	0	56	0	5	10	1	1
4025	1	46	-18	-30	0	56	0	5	10	1	1
4025	1	47	-21	-30	0	56	1	5	10	1	1
4025	1	48	-24	-30	0	56	1	5	10	1	1
4025	1	49	-27	-30	0	56	1	5	10	1	1
4025	1	50	-30	-30	0	56	1	5	10	1	1
4026	2	1	-30	-30	0	15	1	1	11	1	1
4026	2	2	-27	-30	0	15	0	1	11	1	1
4026	2	3	-24	-30	0	15	0	1	11	1	1
4026	2	4	-21	-30	0	15	0	1	11	1	1
4026	2	5	-18	-30	0	15	0	1	11	1	1
4026	2	6	-15	-30	0	15	0	1	11	1	1
4026	2	7	-12	-30	0	15	1	1	11	1	1
4026	2	8	-9	-30	0	15	0	1	11	1	1
4026	2	9	-6	-30	0	15	0	1	11	1	1
4026	2	10	-3	-30	0	15	0	1	11	1	1
4026	2	11	-30	-30	0	29	1	2	11	1	1
4026	2	12	-27	-30	0	29	1	2	11	1	1
4026	2	13	-24	-30	0	29	1	2	11	1	1
4026	2	14	-21	-30	0	29	1	2	11	1	1
